County,Type,Category,Scientific Name,Common Name,Global Rank,State Rank,Fed. Status,State Status,Habitat,Wet Habitat Flag
Anderson,Invertebrate Animal,Crustacean,Caecidotea recurvata,Southwestern Virginia Cave Isopod,G5,S2,--,"Rare, Not State Listed","Aquatic cave obligate; northernmost Ridge & Valley; reported from Campbell, Claiborne, & Hancock counties.",Aquatic
Anderson,Vertebrate Animal,Fish,Etheostoma baileyi,Emerald Darter,G4G5,S2,--,D,Creeks and small rivers with riffles containing gravel or rubble; upper Cumberland drainage.,Aquatic
Anderson,Vertebrate Animal,Fish,Erimystax cahni,Slender Chub,G1,S1,"LT, XN",T,Major headwater tribs to TN River with small gravel substrates & swift-moderate currents.,Aquatic
Anderson,Vertebrate Animal,Fish,Erimonax monachus,Spotfin Chub,G2,S2,"LT,XN",T,Clear upland rivers with swift currents & boulder substrates; portions of the Tennessee River watershed.,Aquatic
Anderson,Vascular Plant,Flowering Plant,Elodea nuttallii,Nuttall's Waterweed,G5,S2,--,S,Aquatic; Streams And Ponds,Aquatic
Anderson,Invertebrate Animal,Mollusc,Lemiox rimosus,Birdwing Pearlymussel,G1,S1,"LE, XN",E,Small-medium size rivers in riffle areas with sand and gravel substrates in mod-fast currents; Tennessee River system.,Aquatic
Anderson,Invertebrate Animal,Mollusc,Lampsilis virescens,Alabama Lampmussel,G1,S1,LE,E,Found in sand and gravel substrates in shoal areas of small-medium size rivers; middle and upper TN R system; recently rediscovered in Emory River.,Aquatic
Anderson,Invertebrate Animal,Mollusc,Lampsilis abrupta,Pink Mucket,G1G2,S2,LE,E,"Generally a large river species, preferring sand-gravel or rocky substrates with mod-strong currents; Tennessee & Cumberland river systems.",Aquatic
Anderson,Invertebrate Animal,Mollusc,Io fluvialis,Spiny Riversnail,G1G2,S2,--,"Rare, Not State Listed",Shallow waters of shoals that are rapid to moderate and well-oxygenated; Tennessee River & main tributaries; E Tennessee.,Aquatic
Anderson,Invertebrate Animal,Mollusc,Hemistena lata,Cracking Pearlymussel,G1,S1,"LE, XN",E,"Medium-sized rivers of mod current, deeply buried in mud, sand, gravel, and cobble substrates; Tennessee & Cumb. river systems.",Aquatic
Anderson,Invertebrate Animal,Mollusc,Pleurobema plenum,Rough Pigtoe,G1,S1,"LE, XN",E,"Medium to large rivers in sand, gravel, and cobble substrates of shoals; Tennessee & Cumberland river systems.",Aquatic
Anderson,Invertebrate Animal,Mollusc,Plethobasus cooperianus,Orangefoot Pimpleback,G1,S1,"LE, XN",E,Large rivers in sand-gravel-cobble substrates in riffles and shoals in deep flowing water; Cumberland & Tennessee river systems.,Aquatic
Anderson,Invertebrate Animal,Mollusc,Plethobasus cicatricosus,White Wartyback,G1,S1,"LE, XN",E,Presumed to inhabit shoals and riffles in large rivers; Tennessee & Cumberland river systems.  Very rare & poss extirpated in TN.,Aquatic
Anderson,Vertebrate Animal,Fish,Percina aurantiaca,Tangerine Darter,G4,S3,--,D,"Large-moderate size headwater tribs to Tennessee River, in clear, fairly deep, rocky pools, usually below riffles.",Aquatic
Anderson,Vertebrate Animal,Fish,Noturus flavipinnis,Yellowfin Madtom,G1,S1,"LT,XN",T,Medium size to large creeks and small rivers that are unpolluted & relatively unsilted; upper Tennessee River watershed.,Aquatic
Anderson,Invertebrate Animal,Mollusc,Fusconaia cuneolus,Finerayed Pigtoe,G1,S1,"LE, XN",E,Riffles of fords and shoals of mod gradient streams in firm cobble and gravel substrates; middle & upper Tennessee River watershed.,Aquatic
Anderson,Invertebrate Animal,Mollusc,Fusconaia cor,Shiny Pigtoe,G1,S1,"LE, XN",E,Shoals and riffles of small-medium sized rivers with mod-fast current over sand-cobble substrates; upper Tennessee River watershed.,Aquatic
Anderson,Invertebrate Animal,Mollusc,Athearnia anthonyi,Anthony's Riversnail,G1,S1,"LE,XN",E,"Larger rivers and downstream stretches of lg creeks, on cobble/boulder substrates adj. riffles; portions of upper TN River basin.",Aquatic
Anderson,Invertebrate Animal,Mollusc,Dromus dromas,Dromedary Pearlymussel,G1,S1,"LE, XN",E,"Medium-large rivers with riffles and shoals w/ relatively firm rubble, gravel, and stable substrates; Tennessee & Cumberland systems.",Aquatic
Anderson,Vertebrate Animal,Amphibian,Desmognathus welteri,Black Mountain Salamander,G4,S3,--,D,Spring runs and permanent streams in wooded mountainous terrain; northern Cumberlands.,Aquatic
Anderson,Invertebrate Animal,Mollusc,Cyprogenia stegaria,Fanshell,G1,S1,"LE, XN",E,Medium to large streams and rivers with coarse sand and gravel substrates; Cumberland and Tennessee river systems.,Aquatic
Anderson,Vertebrate Animal,Fish,Cycleptus elongatus,Blue Sucker,G3G4,S2,--,T,Swift waters over firm substrates in big rivers.,Aquatic
Anderson,Invertebrate Animal,Mollusc,Margaritifera monodonta,Spectaclecase,G3,S2S3,LE,E,"Medium to large rivers; in substrates from mud and sand to gravel, cobble, and boulders; Cumberland and Tennessee river systems.",Aquatic
Anderson,Vertebrate Animal,Amphibian,Cryptobranchus alleganiensis,Hellbender,G3,S3,--,E,"Rocky, clear creeks and rivers with large shelter rocks.",Aquatic
Anderson,Vertebrate Animal,Fish,Chrosomus tennesseensis,Tennessee Dace,G3,S3,--,D,First order spring-fed streams of woodlands in Ridge and Valley limestone region; Tennessee River watershed.,Aquatic
Anderson,Invertebrate Animal,Crustacean,Cambarus deweesae,Valley Flame Crayfish,G4,S1,--,E,Primary burrower; open areas with high water tables; northern Ridge & Valley.,Aquatic
Bedford,Vertebrate Animal,Amphibian,Cryptobranchus alleganiensis,Hellbender,G3,S3,--,E,"Rocky, clear creeks and rivers with large shelter rocks.",Aquatic
Bedford,Invertebrate Animal,Mollusc,Theliderma cylindrica cylindrica,Rabbitsfoot,G3G4T3,S3,LT,T,Large rivers in sand and gravel; Tennessee & Cumberland systems; big river form of Q. cylindrica.,Aquatic
Bedford,Invertebrate Animal,Mollusc,Ptychobranchus subtentus,Fluted Kidneyshell,G2,S2,LE,E,"Small-medium rivers in swift current or riffles, in sand, gravel, and cobble substrates; Tennessee & Cumberland river systems.",Aquatic
Bedford,Vertebrate Animal,Fish,Etheostoma striatulum,Striated Darter,G1,S1,--,T,Bedrock pools of headwaters and creeks with large slabrock cover; upper Duck River watershed.,Aquatic
Bedford,Vertebrate Animal,Fish,Etheostoma luteovinctum,Redband Darter,G4,S4,--,D,Limestone streams; Nashville Basin & portions of Highland Rim.,Aquatic
Bedford,Vertebrate Animal,Fish,Etheostoma denoncourti,Golden Darter,G2,S2,--,D,Medium to large rivers in shallow riffle areas of pea gravel; Tennessee River system.,Aquatic
Bedford,Vertebrate Animal,Fish,Etheostoma cinereum,Ashy Darter,G2G3,S2S3,--,E,Small to medium upland rivers with bedrock or gravel substrate and boulders.,Aquatic
Bedford,Vertebrate Animal,Fish,Etheostoma aquali,Coppercheek Darter,G2G3,S2S3,--,T,"Primarily in deep riffles, runs, and flowing pools; Duck and Buffalo River watersheds.",Aquatic
Bedford,Invertebrate Animal,Mollusc,Lithasia geniculata fuliginosa,Geniculate River Snail,G3QT3Q,S2,--,"Rare, Not State Listed",Medium-sized river form of L. geniculata; portions of lower Cumberland and lower Tennessee river systems; Duck & Buffalo rivers.,Aquatic
Bedford,Invertebrate Animal,Mollusc,Lithasia duttoniana,Helmet Rocksnail,G2Q,S2,--,"Rare, Not State Listed",Rocky substrates in riffle systems; bedrock in flowing water below main section of riffles; Duck River (TN River system).,Aquatic
Bedford,Vertebrate Animal,Fish,Ichthyomyzon gagei,Southern Brook Lamprey,G5,S1,--,D,Gravel and sand riffles and runs of small rivers and creeks; Conasauga & lower Tennessee river watersheds.,Aquatic
Bedford,Vertebrate Animal,Fish,Hemitremia flammea,Flame Chub,G3,S3,--,D,Springs and spring-fed streams with lush aquatic vegetation; Tennessee & middle Cumberland river watersheds.,Aquatic
Bedford,Vertebrate Animal,Amphibian,Gyrinophilus palleucus,Tennessee Cave Salamander,G2G3,S2,--,T,"Aquatic cave obligate; cave streams & rimstone pools; Central Basin, Eastern Highland Rim, & Cumberland Plateau.",Aquatic
Bedford,Invertebrate Animal,Mollusc,Pleuronaia dolabelloides,Slabside Pearlymussel,G2,S2,LE,E,"Lg creeks to mod sized rivers, in riffles/shoals of sand, fine gravel, and cobble substrates with mod current; Tennessee R watershed.",Aquatic
Bedford,Vertebrate Animal,Fish,Percina phoxocephala,Slenderhead Darter,G5,S3,--,D,Small-large rivers with moderate gradient in shoal areas with moderate-swift currents; portions of Tenn & Cumb river watersheds.,Aquatic
Bedford,Vertebrate Animal,Fish,Percina macrocephala,Longhead Darter,G3,S2,--,T,"Clear, larger upland creeks and small-med rivers, usually in rocky flowing pools upst/dnst rubble riffles; Tenn & Cumb river watersheds.",Aquatic
Bedford,Invertebrate Animal,Mollusc,Obovaria subrotunda,Round Hickorynut,G4,S2S3,PT,"Rare, Not State Listed","Medium-large rivers in sand and gravel subst with moderate flow; TN & Cumb rivers; also Red River in Robertson Co., W Highland Rim.",Aquatic
Bedford,Vertebrate Animal,Fish,Noturus fasciatus,Saddled Madtom,G2,S2,--,T,"Rocky riffles, runs, and flowing pools of clear creeks & small rivers; Duck River system and nearby tributaries of the Tennessee River.",Aquatic
Bedford,Vertebrate Animal,Fish,Notropis rupestris,Bedrock Shiner,G2,S2,--,D,Bedrock pools of some low-gradient streams of the Nashville Basin.,Aquatic
Bedford,Invertebrate Animal,Insect,Gomphus sandrius,Tennessee Clubtail,G1,S1,--,"Rare, Not State Listed",Slow streams with bare bedrock shores; Central Basin; upper Duck River and middle Cumberland River watersheds.,Aquatic
Bedford,Vertebrate Animal,Amphibian,Ambystoma barbouri,Streamside Salamander,G4,S2,--,E,Seasonally flowing karst streams; middle Tennessee.,Aquatic
Benton,Vertebrate Animal,Reptile,Macrochelys temminckii,Alligator Snapping Turtle,G3,S2S3,--,T,"Slow moving, deep water of rivers, sloughs, oxbows, swamps, and lakes; middle and west Tennessee; obscure.",Aquatic
Benton,Vertebrate Animal,Fish,Etheostoma pyrrhogaster,Firebelly Darter,G2G3,S2,--,D,"Sand- and gravel-bottomed pools of headwaters, creeks, and small rivers; upper Coastal Plain in Obion River watershed; west Tennessee.",Aquatic
Benton,Invertebrate Animal,Mollusc,Lampsilis abrupta,Pink Mucket,G1G2,S2,LE,E,"Generally a large river species, preferring sand-gravel or rocky substrates with mod-strong currents; Tennessee & Cumberland river systems.",Aquatic
Benton,Invertebrate Animal,Mollusc,Plethobasus cooperianus,Orangefoot Pimpleback,G1,S1,"LE, XN",E,Large rivers in sand-gravel-cobble substrates in riffles and shoals in deep flowing water; Cumberland & Tennessee river systems.,Aquatic
Benton,Vertebrate Animal,Fish,Percina phoxocephala,Slenderhead Darter,G5,S3,--,D,Small-large rivers with moderate gradient in shoal areas with moderate-swift currents; portions of Tenn & Cumb river watersheds.,Aquatic
Benton,Invertebrate Animal,Mollusc,Obovaria retusa,Ring Pink,G1,S1,"LE,XN",E,Large rivers in gravel and sand bars; Tennessee & Cumberland river watersheds; many historic locations currently inundated.,Aquatic
Bledsoe,Invertebrate Animal,Crustacean,Caecidotea circulus,A Cave Obligate Isopod,G1G2,S1,--,"Rare, Not State Listed",Aquatic cave obligate; Cumberland Plateau.,Aquatic
Bledsoe,Vertebrate Animal,Fish,Etheostoma forbesi,Barrens Darter,G1G2,S1,--,E,Headwaters of the Barren Fork & Hickory Creek drainages; Cumberland River watershed.,Aquatic
Bledsoe,Vertebrate Animal,Fish,Hemitremia flammea,Flame Chub,G3,S3,--,D,Springs and spring-fed streams with lush aquatic vegetation; Tennessee & middle Cumberland river watersheds.,Aquatic
Bledsoe,Vascular Plant,Flowering Plant,Potamogeton tennesseensis,Tennessee Pondweed,G2G3,S2,--,T,Slow Acidic Streams,Aquatic
Bledsoe,Vascular Plant,Flowering Plant,Potamogeton epihydrus,Nuttall's Pondweed,G5,S1S2,--,S,Lakes And Streams,Aquatic
Bledsoe,Vertebrate Animal,Fish,Chrosomus tennesseensis,Tennessee Dace,G3,S3,--,D,First order spring-fed streams of woodlands in Ridge and Valley limestone region; Tennessee River watershed.,Aquatic
Bledsoe,Vertebrate Animal,Fish,Chrosomus saylori,Laurel Dace,G1,S1,LE,E,Cool 1st-2nd order streams with slabrock and rubble substrate; Walden Ridge of the Cumberland Plateau; Tennessee River watershed.,Aquatic
Bledsoe,Invertebrate Animal,Crustacean,Cambarus pristinus,Pristine Crayfish,G2,S2,--,E,Under cover in small-large size streams; headwaters of Caney Fork River & abutting Sequatchie River tributaries; Cumberland Plateau.,Aquatic
Bledsoe,Invertebrate Animal,Crustacean,Cambarus hamulatus,Prickly Cave Crayfish,G3G4,S3,--,D,Aquatic cave obligate; Sequatchie Valley & southern Cumberlands.,Aquatic
Blount,Invertebrate Animal,Crustacean,Caecidotea incurva,Incurved Cave Isopod,G2G4,S1,--,"Rare, Not State Listed",Aquatic cave obligate; known from two wet caves in east Tennessee.,Aquatic
Blount,Vascular Plant,Fern and Fern Ally,Isoetes appalachiana,Appalachian Quillwort,G4,S1,--,E,"Streams, Seeps, And Wetlands",Aquatic
Blount,Invertebrate Animal,Crustacean,Stygobromus sparsus,A Cave Obligate Amphipod,G1G2,S1S2,--,"Rare, Not State Listed","Aquatic cave obligate, from drip pools; Cades Cove; Great Smoky Mountains National Park.",Aquatic
Blount,Invertebrate Animal,Crustacean,Stygobromus fecundus,A Cave Amphipod,G1G2,S1,--,"Rare, Not State Listed","Aquatic cave obligate, from rimstone pools; Cades Cove; Great Smoky Mountains National Park.",Aquatic
Blount,Vascular Plant,Flowering Plant,Sparganium androcladum,Branching Bur-reed,G4G5,S1,--,E,"Slow Flowing Streams And Rivers, Ponds",Aquatic
Blount,Vertebrate Animal,Fish,Etheostoma sitikuense,Citico Darter,G1,S1,"LE, XN",E,"Riffles, runs, & pools with cobble & small boulders; larger creeks to medium size rivers; lower Little Tennessee River watershed.",Aquatic
Blount,Vertebrate Animal,Fish,Etheostoma sagitta,Cumberland Arrow Darter,G3,S2,--,D,Smaller streams of northern Cumberland Plateau & Cumberland Mountains; Cumberland River watershed.,Aquatic
Blount,Vertebrate Animal,Fish,Etheostoma marmorpinnum,Marbled Darter,G1,S1,LE,E,"Pools and moderate runs with clean pebbles, cobble, & small boulders; lower Little River (Tennessee River drainage).",Aquatic
Blount,Vertebrate Animal,Fish,Etheostoma cinereum,Ashy Darter,G2G3,S2S3,--,E,Small to medium upland rivers with bedrock or gravel substrate and boulders.,Aquatic
Blount,Vertebrate Animal,Fish,Erimonax monachus,Spotfin Chub,G2,S2,"LT,XN",T,Clear upland rivers with swift currents & boulder substrates; portions of the Tennessee River watershed.,Aquatic
Blount,Invertebrate Animal,Mollusc,Epioblasma capsaeformis,Oyster Mussel,G1,S1,"LE, XN",E,Shallow riffles in mod-swift current of small-medium rivers with coarse sand and gravel; Tennessee &amp; Cumberland river systems excluding the Duck River.,Aquatic
Blount,Invertebrate Animal,Mollusc,Lasmigona holstonia,Tennessee Heelsplitter,G3,S2,--,"Rare, Not State Listed","Spring runs, creeks, & small rivers, in subst of sand & mud; upper Tenn & Conasauga river watersheds; Blue Ridge & Ridge & Valley.",Aquatic
Blount,Vertebrate Animal,Fish,Hemitremia flammea,Flame Chub,G3,S3,--,D,Springs and spring-fed streams with lush aquatic vegetation; Tennessee & middle Cumberland river watersheds.,Aquatic
Blount,Vascular Plant,Flowering Plant,Potamogeton tennesseensis,Tennessee Pondweed,G2G3,S2,--,T,Slow Acidic Streams,Aquatic
Blount,Vascular Plant,Flowering Plant,Potamogeton epihydrus,Nuttall's Pondweed,G5,S1S2,--,S,Lakes And Streams,Aquatic
Blount,Vascular Plant,Flowering Plant,Potamogeton amplifolius,Large-leaf Pondweed,G5,S1,--,T,Lakes And Streams,Aquatic
Blount,Vascular Plant,Fern and Fern Ally,Pilularia americana,American Pillwort,G5,S1S2,--,S,Lake Drawdown Zones,Aquatic
Blount,Vertebrate Animal,Fish,Percina williamsi,Sickle Darter,G2,S2,PT,T,"Flowing pools over rocky, sandy, or silty substrates in clear creeks or small rivers; upper Tennessee River system; east TN.",Aquatic
Blount,Vertebrate Animal,Fish,Percina tanasi,Snail Darter,G2G3,S2S3,LT,T,"Sand and gravel shoals of moderately flowing, vegetated, large creeks; upper Tennessee River watershed.",Aquatic
Blount,Vertebrate Animal,Fish,Percina aurantiaca,Tangerine Darter,G4,S3,--,D,"Large-moderate size headwater tribs to Tennessee River, in clear, fairly deep, rocky pools, usually below riffles.",Aquatic
Blount,Invertebrate Animal,Insect,Ophiogomphus alleghaniensis,Allegheny Snaketail,G3T2T3Q,S1,--,"Rare, Not State Listed","Riffle areas of spring-fed streams; Cumberland Plateau, Ridge & Valley, & Blue Ridge; not watershed specific.",Aquatic
Blount,Vertebrate Animal,Fish,Noturus flavipinnis,Yellowfin Madtom,G1,S1,"LT,XN",T,Medium size to large creeks and small rivers that are unpolluted & relatively unsilted; upper Tennessee River watershed.,Aquatic
Blount,Vertebrate Animal,Fish,Noturus baileyi,Smoky Madtom,G1,S1,"LE,XN",E,"Clear, cool, rocky riffles, runs, and flowing pools of mountain creeks; lower Little Tennessee River system.",Aquatic
Blount,Invertebrate Animal,Insect,Macromia margarita,Mountain River Cruiser,G3,S2S3,--,"Rare, Not State Listed","Typically small mountain streams, usually rocky but with silt deposits; reported from Campbell & Blount counties.",Aquatic
Blount,Invertebrate Animal,Mollusc,Fusconaia cuneolus,Finerayed Pigtoe,G1,S1,"LE, XN",E,Riffles of fords and shoals of mod gradient streams in firm cobble and gravel substrates; middle & upper Tennessee River watershed.,Aquatic
Blount,Vertebrate Animal,Amphibian,Desmognathus abditus,Cumberland Dusky Salamander,G2G3,S2S3,--,D,Assoc. with streams of Cumberland Plateau; under rocks along small streams or adj. cover; Morgan & Grundy counties.,Aquatic
Blount,Vertebrate Animal,Amphibian,Cryptobranchus alleganiensis,Hellbender,G3,S3,--,E,"Rocky, clear creeks and rivers with large shelter rocks.",Aquatic
Blount,Vertebrate Animal,Fish,Clinostomus funduloides ssp. 1,Smoky Dace,G5T3Q,S1S2,--,D,Upland tributaries of Little Tennessee River; east Tennessee.,Aquatic
Blount,Vertebrate Animal,Fish,Chrosomus tennesseensis,Tennessee Dace,G3,S3,--,D,First order spring-fed streams of woodlands in Ridge and Valley limestone region; Tennessee River watershed.,Aquatic
Bradley,Invertebrate Animal,Crustacean,Cambarus cymatilis,Conasauga Blue Burrower,G1,S1,--,E,Primary burrower; seeps & wet grassy areas including homesites; Conasauga R watershed and adjacent portion of Hiwassee R basin.,Aquatic
Bradley,Invertebrate Animal,Mollusc,Strophitus connasaugaensis,Alabama Creekmussel,G3,S1,--,"Rare, Not State Listed","Small-medium sized rivers, in shallow areas with current and substrates of of fine gravel, sand, & silt; Conasauga River; Polk County.",Aquatic
Bradley,Invertebrate Animal,Mollusc,Ptychobranchus foremanianus,Rayed Kidneyshell (= Triangular Kidneyshell),G1,S1,LE,E,Medium sized rivers with good current and coarse sand/gravel substrates; Conasauga River; Bradley & Polk counties.,Aquatic
Bradley,Invertebrate Animal,Mollusc,Villosa vibex,Southern Rainbow,G5,S2,--,"Rare, Not State Listed","Mud or soft sand in small rivers & creeks in areas with moderate current; Conasauga, Hatchie, and Wolf (Miss. R.) river systems.",Aquatic
Bradley,Vertebrate Animal,Fish,Etheostoma trisella,Trispot Darter,G1,S1,LT,T,Slackwater areas along margins of the Conasauga River & some tributaries; Conasauga River watershed.,Aquatic
Bradley,Vertebrate Animal,Fish,Etheostoma ditrema,Coldwater Darter,G2,S1,--,T,Limestone springs and slow spring runs; Conasauga River watershed.,Aquatic
Bradley,Vertebrate Animal,Fish,Etheostoma brevirostrum,Holiday Darter,G2,S1,--,T,Bedrock & gravel pools of creeks and small to medium rivers; Conasauga River watershed.,Aquatic
Bradley,Vertebrate Animal,Fish,Ichthyomyzon gagei,Southern Brook Lamprey,G5,S1,--,D,Gravel and sand riffles and runs of small rivers and creeks; Conasauga & lower Tennessee river watersheds.,Aquatic
Bradley,Vertebrate Animal,Fish,Hybopsis lineapunctata,Lined Chub,G3G4,S1,--,D,Small upland creeks with sandy substrates; Conasauga River watershed.,Aquatic
Bradley,Invertebrate Animal,Mollusc,Hamiota altilis,Finelined Pocketbook,G2G3,S1S2,LT,T,"Creeks/small rivers with substrates of sand, mud, & gravel, & mod current; Conasauga River & Coahulla Ck; Polk & Bradley counties.",Aquatic
Bradley,Invertebrate Animal,Mollusc,Pleurobema perovatum,Ovate Clubshell,G1,SH,LE,E,Sand/gravel shoals and runs of small rivers and large streams with moderate current; Conasauga River; Polk County.,Aquatic
Bradley,Invertebrate Animal,Mollusc,Pleurobema georgianum,Southern Pigtoe,G1,S1,LE,E,High quality small rivers & large streams; shoals and runs with stable sandy-gravel substrates; Conasauga River; Polk & Bradley cos.,Aquatic
Bradley,Vertebrate Animal,Fish,Percina jenkinsi,Conasauga Logperch,G1,S1,LE,E,Deep gravel runs or pools with small stones & sandy bottoms; Conasauga and Jacks rivers; Conasauga River watershed.,Aquatic
Bradley,Vertebrate Animal,Fish,Percina antesella,Amber Darter,G1G2,S1,LE,E,"Main channel of Conasauga River in flowing pools & deeper runs with clean substrates of sand, gravel, scattered boulders.",Aquatic
Bradley,Invertebrate Animal,Insect,Ophiogomphus alleghaniensis,Allegheny Snaketail,G3T2T3Q,S1,--,"Rare, Not State Listed","Riffle areas of spring-fed streams; Cumberland Plateau, Ridge & Valley, & Blue Ridge; not watershed specific.",Aquatic
Bradley,Vertebrate Animal,Fish,Noturus munitus,Frecklebelly Madtom,G3,S1,PT,T,In moderate-swift currents of main channel of Conasauga River over a variety of substrates.,Aquatic
Bradley,Vertebrate Animal,Fish,Notropis chrosomus,Rainbow Shiner,G4,S3,--,D,"Small, clear, often spring-fed streams with sand and gravel substrates; Conasauga River watershed.",Aquatic
Bradley,Invertebrate Animal,Mollusc,Medionidus parvulus,Coosa Moccasinshell,G1,S1,LE,E,"Highly oxygenated streams & small rivers with moderate to strong flow, in sand and gravel; Conasauga River, Polk County.",Aquatic
Bradley,Invertebrate Animal,Mollusc,Medionidus acutissimus,Alabama Moccasinshell,G2,S1,LT,T,Small-large rivers in gravel & cobble shoals in shallow water with mod strong current; Conasauga River; Polk County.,Aquatic
Bradley,Vertebrate Animal,Fish,Macrhybopsis etnieri,Coosa Chub,G3G4,S1,--,E,In swift currents over gravel substrates; Conasauga River.,Aquatic
Bradley,Invertebrate Animal,Insect,Gomphus consanguis,Cherokee Clubtail,G3,S1,--,"Rare, Not State Listed","Small, spring-fed streams w/sand, gravel & fine detritus substrate in partly shaded to open areas; Ridge & Valley.",Aquatic
Bradley,Vertebrate Animal,Fish,Cyprinella caerulea,Blue Shiner,G2,S1,LT,T,"Cool, clear, small to medium-sized rivers over firm substrates.",Aquatic
Bradley,Vertebrate Animal,Fish,Chrosomus tennesseensis,Tennessee Dace,G3,S3,--,D,First order spring-fed streams of woodlands in Ridge and Valley limestone region; Tennessee River watershed.,Aquatic
Bradley,Invertebrate Animal,Crustacean,Cambarus stockeri,Cocoa Crayfish,GNR,S1S2,--,T,Primary burrower; seeps & wet grassy areas incl homesites; Conasauga R watershed and adj Hiwassee R basin; Bradley County.<br>,Aquatic
Campbell,Invertebrate Animal,Crustacean,Cambarus deweesae,Valley Flame Crayfish,G4,S1,--,E,Primary burrower; open areas with high water tables; northern Ridge & Valley.,Aquatic
Campbell,Vertebrate Animal,Fish,Etheostoma susanae,Cumberland Darter,G1G2,S1,LE,E,Creeks in the upper Cumberland River watershed of the Cumberland Mountains; extremely rare.,Aquatic
Campbell,Vertebrate Animal,Fish,Etheostoma sagitta,Cumberland Arrow Darter,G3,S2,--,D,Smaller streams of northern Cumberland Plateau & Cumberland Mountains; Cumberland River watershed.,Aquatic
Campbell,Vertebrate Animal,Fish,Etheostoma baileyi,Emerald Darter,G4G5,S2,--,D,Creeks and small rivers with riffles containing gravel or rubble; upper Cumberland drainage.,Aquatic
Campbell,Invertebrate Animal,Mollusc,Io fluvialis,Spiny Riversnail,G1G2,S2,--,"Rare, Not State Listed",Shallow waters of shoals that are rapid to moderate and well-oxygenated; Tennessee River & main tributaries; E Tennessee.,Aquatic
Campbell,Vertebrate Animal,Fish,Percina aurantiaca,Tangerine Darter,G4,S3,--,D,"Large-moderate size headwater tribs to Tennessee River, in clear, fairly deep, rocky pools, usually below riffles.",Aquatic
Campbell,Vertebrate Animal,Fish,Notropis buccatus,Silverjaw Minnow,G5,S1,--,E,Small creeks & large rivers with moderate current & sandy substrates; upper Cumberland River watershed; poss. introd. Stones River.,Aquatic
Campbell,Vertebrate Animal,Fish,Notropis albizonatus,Palezone Shiner,G1,SH,LE,E,Large upland creeks and small rivers in quiet waters and flowing pools; possibly extirpated from TN.,Aquatic
Campbell,Invertebrate Animal,Insect,Gomphus consanguis,Cherokee Clubtail,G3,S1,--,"Rare, Not State Listed","Small, spring-fed streams w/sand, gravel & fine detritus substrate in partly shaded to open areas; Ridge & Valley.",Aquatic
Campbell,Invertebrate Animal,Mollusc,Athearnia anthonyi,Anthony's Riversnail,G1,S1,"LE,XN",E,"Larger rivers and downstream stretches of lg creeks, on cobble/boulder substrates adj. riffles; portions of upper TN River basin.",Aquatic
Campbell,Invertebrate Animal,Mollusc,Dromus dromas,Dromedary Pearlymussel,G1,S1,"LE, XN",E,"Medium-large rivers with riffles and shoals w/ relatively firm rubble, gravel, and stable substrates; Tennessee & Cumberland systems.",Aquatic
Campbell,Vertebrate Animal,Amphibian,Desmognathus welteri,Black Mountain Salamander,G4,S3,--,D,Spring runs and permanent streams in wooded mountainous terrain; northern Cumberlands.,Aquatic
Campbell,Vertebrate Animal,Fish,Cycleptus elongatus,Blue Sucker,G3G4,S2,--,T,Swift waters over firm substrates in big rivers.,Aquatic
Campbell,Vertebrate Animal,Amphibian,Cryptobranchus alleganiensis,Hellbender,G3,S3,--,E,"Rocky, clear creeks and rivers with large shelter rocks.",Aquatic
Campbell,Vertebrate Animal,Fish,Chrosomus cumberlandensis,Blackside Dace,G2,S2,LT,T,"Small upland tributaries with sand, sandstone, and shale substrates in unsilted conditions; upper Cumberland R. watershed.",Aquatic
Cannon,Invertebrate Animal,Crustacean,Cambarus clivosus,Short Mountain Crayfish,G2,S2,--,D,Occurs in spring- or seep-fed tributaries of Caney Fork & Stones rivers; escarpment of E Highland Rim in Cannon & DeKalb counties.,Aquatic
Cannon,Vertebrate Animal,Fish,Etheostoma olivaceum,Sooty Darter,G3,S3,--,D,Small streams with slabrock on limestone bedrock; Nashville Basin tribs to Cumberland & lower Caney Fork rivers.,Aquatic
Cannon,Vertebrate Animal,Fish,Etheostoma microlepidum,Smallscale Darter,G2G3,S2,--,D,"Small rivers, in deep, strongly flowing riffles with gravel, boulder, and coarse rubble substrates; Cumberland River drainage.",Aquatic
Cannon,Vertebrate Animal,Fish,Etheostoma luteovinctum,Redband Darter,G4,S4,--,D,Limestone streams; Nashville Basin & portions of Highland Rim.,Aquatic
Cannon,Vertebrate Animal,Fish,Etheostoma forbesi,Barrens Darter,G1G2,S1,--,E,Headwaters of the Barren Fork & Hickory Creek drainages; Cumberland River watershed.,Aquatic
Cannon,Invertebrate Animal,Mollusc,Leptoxis umbilicata,Umbilicate Rocksnail,G1Q,S1,--,"Rare, Not State Listed",Medium sized rivers & large creeks in portions of lower Cumb. and Tenn. river systems; Stones River; possibly a form or morph.,Aquatic
Cannon,Vertebrate Animal,Fish,Hemitremia flammea,Flame Chub,G3,S3,--,D,Springs and spring-fed streams with lush aquatic vegetation; Tennessee & middle Cumberland river watersheds.,Aquatic
Cannon,Vertebrate Animal,Fish,Notropis rupestris,Bedrock Shiner,G2,S2,--,D,Bedrock pools of some low-gradient streams of the Nashville Basin.,Aquatic
