County,Type,Category,Scientific Name,Common Name,Global Rank,State Rank,Fed. Status,State Status,Habitat,Wet Habitat Flag
DeKalb,Invertebrate Animal,Mollusc,Margaritifera monodonta,Spectaclecase,G3,S2S3,LE,E,"Medium to large rivers; in substrates from mud and sand to gravel, cobble, and boulders; Cumberland and Tennessee river systems.",Aquatic
Decatur,Invertebrate Animal,Mollusc,Margaritifera monodonta,Spectaclecase,G3,S2S3,LE,E,"Medium to large rivers; in substrates from mud and sand to gravel, cobble, and boulders; Cumberland and Tennessee river systems.",Aquatic
Decatur,Vertebrate Animal,Fish,Typhlichthys subterraneus,Southern Cavefish,G4,S3,--,D,"Aquatic cave obligate; cave streams, karst waters, and water supply wells; reported from all karst regions excluding RV & BR.",Aquatic
Decatur,Vertebrate Animal,Fish,Etheostoma pyrrhogaster,Firebelly Darter,G2G3,S2,--,D,"Sand- and gravel-bottomed pools of headwaters, creeks, and small rivers; upper Coastal Plain in Obion River watershed; west Tennessee.",Aquatic
Decatur,Vertebrate Animal,Fish,Etheostoma brevirostrum,Holiday Darter,G2,S1,--,T,Bedrock & gravel pools of creeks and small to medium rivers; Conasauga River watershed.,Aquatic
Decatur,Invertebrate Animal,Mollusc,Lithasia salebrosa,Muddy Rocksnail,G2G3Q,S2,--,"Rare, Not State Listed",Formerly occurred in portions of lower Cumberland and lower Tennessee systems; may be limited to dam tailwaters currently.,Aquatic
Decatur,Invertebrate Animal,Mollusc,Lampsilis abrupta,Pink Mucket,G1G2,S2,LE,E,"Generally a large river species, preferring sand-gravel or rocky substrates with mod-strong currents; Tennessee & Cumberland river systems.",Aquatic
Decatur,Vertebrate Animal,Fish,Ichthyomyzon unicuspis,Silver Lamprey,G5,S2,--,D,"Lakes, reservoirs, & large rivers; lower Cumberland, lower Tennessee, and probably Mississippi river watersheds.",Aquatic
Decatur,Vascular Plant,Flowering Plant,Hottonia inflata,Featherfoil,G4,S2,--,S,Wet Sloughs And Ditches,Aquatic
Decatur,Vertebrate Animal,Fish,Hemitremia flammea,Flame Chub,G3,S3,--,D,Springs and spring-fed streams with lush aquatic vegetation; Tennessee & middle Cumberland river watersheds.,Aquatic
Decatur,Invertebrate Animal,Mollusc,Plethobasus cooperianus,Orangefoot Pimpleback,G1,S1,"LE, XN",E,Large rivers in sand-gravel-cobble substrates in riffles and shoals in deep flowing water; Cumberland & Tennessee river systems.,Aquatic
Decatur,Invertebrate Animal,Mollusc,Obovaria retusa,Ring Pink,G1,S1,"LE,XN",E,Large rivers in gravel and sand bars; Tennessee & Cumberland river watersheds; many historic locations currently inundated.,Aquatic
Decatur,Invertebrate Animal,Mollusc,Cyprogenia stegaria,Fanshell,G1,S1,"LE, XN",E,Medium to large streams and rivers with coarse sand and gravel substrates; Cumberland and Tennessee river systems.,Aquatic
Dickson,Invertebrate Animal,Mollusc,Obovaria subrotunda,Round Hickorynut,G4,S2S3,PT,"Rare, Not State Listed","Medium-large rivers in sand and gravel subst with moderate flow; TN & Cumb rivers; also Red River in Robertson Co., W Highland Rim.",Aquatic
Dickson,Invertebrate Animal,Crustacean,Stygobromus sp. 34,A Cave Amphipod from Dickson County,G1G2,S1S2,--,"Rare, Not State Listed",Aquatic cave obligate; known from a single cave in the Western Highland Rim of Dickson County.,Aquatic
Dickson,Vascular Plant,Flowering Plant,Sagittaria graminea,Grassleaf Arrowhead,G5,S1,--,T,Ponds And Stream Margins,Aquatic
Dickson,Vertebrate Animal,Fish,Typhlichthys subterraneus,Southern Cavefish,G4,S3,--,D,"Aquatic cave obligate; cave streams, karst waters, and water supply wells; reported from all karst regions excluding RV & BR.",Aquatic
Dickson,Vertebrate Animal,Fish,Etheostoma pseudovulatum,Egg-mimic Darter,G1,S1,--,E,"Small to medium sized, gravelly, cool, spring-fed streams; lower Duck River watershed.",Aquatic
Dickson,Invertebrate Animal,Mollusc,Lithasia geniculata fuliginosa,Geniculate River Snail,G3QT3Q,S2,--,"Rare, Not State Listed",Medium-sized river form of L. geniculata; portions of lower Cumberland and lower Tennessee river systems; Duck & Buffalo rivers.,Aquatic
Dickson,Vertebrate Animal,Fish,Ichthyomyzon unicuspis,Silver Lamprey,G5,S2,--,D,"Lakes, reservoirs, & large rivers; lower Cumberland, lower Tennessee, and probably Mississippi river watersheds.",Aquatic
Dickson,Invertebrate Animal,Insect,Ophiogomphus acuminatus,Acuminate Snaketail,G3,S2,--,"Rare, Not State Listed","Clear, mostly shaded streams with at least pockets of sandy gravel; Western Highland Rim & Western Uplands.",Aquatic
Dyer,Invertebrate Animal,Crustacean,Creaserinus hortoni,Hatchie Burrowing Crayfish,G1,S1,--,E,"Primary burrower; uses saturated or seasonally saturated soils associated with permanent bodies of water; Mississippi River tributaries, Coastal Plain.",Aquatic
Dyer,Vertebrate Animal,Fish,Cycleptus elongatus,Blue Sucker,G3G4,S2,--,T,Swift waters over firm substrates in big rivers.,Aquatic
Dyer,Vertebrate Animal,Fish,Atractosteus spatula,Alligator Gar,G3G4,S1,--,D,"Sluggish pools of large rivers, oxbows, swamps, and backwaters; west Tennessee.",Aquatic
Dyer,Vertebrate Animal,Fish,Scaphirhynchus albus,Pallid Sturgeon,G2,S1,LE,E,"Large, turbid, free-flowing riverine habitat, in strong current over firm gravel or sandy substrates; Mississippi River main channel.",Aquatic
Fayette,Vascular Plant,Flowering Plant,Ceratophyllum echinatum,Prickly Hornwort,G4,S1,--,S,Slow Moving Streams,Aquatic
Fayette,Vertebrate Animal,Amphibian,Acris gryllus,Southern Cricket Frog,G5,S2S3,--,"Rare, Not State Listed","Grassy margins of swamps, marshes, lakes, ponds, streams, ditches, and nearby temporary pools; far SW Tennessee.",Aquatic
Fayette,Vertebrate Animal,Reptile,Macrochelys temminckii,Alligator Snapping Turtle,G3,S2S3,--,T,"Slow moving, deep water of rivers, sloughs, oxbows, swamps, and lakes; middle and west Tennessee; obscure.",Aquatic
Fayette,Vertebrate Animal,Fish,Noturus gladiator,Piebald Madtom,G3,S3,--,D,Large creeks & rivers in moderate-swift currents with clean sand or gravel substrates; Mississippi River tributaries.,Aquatic
Fayette,Invertebrate Animal,Mollusc,Obovaria arkansasensis,Southern Hickorynut,GNR,S1,--,"Rare, Not State Listed",Rivers with medium-sized gravel substrates and low-mod current; Wolf & Hatchie rivers; Mississippi River watershed; west Tennessee.,Aquatic
Fayette,Invertebrate Animal,Mollusc,Lampsilis siliquoidea,Fatmucket,G5,S2,--,"Rare, Not State Listed","Slackwater with mud subst; Wolf R (Miss R trib); west TN; may occur at Reelfoot Lk; also rept Drakes Ck (Cumb R), Sumner Co.",Aquatic
Fayette,Invertebrate Animal,Mollusc,Villosa vibex,Southern Rainbow,G5,S2,--,"Rare, Not State Listed","Mud or soft sand in small rivers & creeks in areas with moderate current; Conasauga, Hatchie, and Wolf (Miss. R.) river systems.",Aquatic
Fentress,Invertebrate Animal,Crustacean,Cambarus obeyensis,Obey Crayfish,G1,S1,--,E,Under cover in small-medium sized streams; headwaters of East Fork Obey River; northern Cumberlands; tertiary burrower.,Aquatic
Fentress,Vertebrate Animal,Amphibian,Desmognathus welteri,Black Mountain Salamander,G4,S3,--,D,Spring runs and permanent streams in wooded mountainous terrain; northern Cumberlands.,Aquatic
Fentress,Invertebrate Animal,Mollusc,Alasmidonta atropurpurea,Cumberland Elktoe,G1G2,S1S2,LE,E,"Small creeks to medium-sized rivers with slow current, sand substrates, and large cobble; upper Cumberland River watershed.",Aquatic
Fentress,Invertebrate Animal,Crustacean,Orconectes australis,Southern Cave Crayfish,G5,S3,--,"Rare, Not State Listed",Aquatic cave obligate; subterranean streams & pools; Eastern Highland Rim escarpment to the Cumberland Plateau.,Aquatic
Fentress,Vertebrate Animal,Fish,Percina squamata,Olive Darter,G3,S2,--,D,Small-med rivers; in strong flowing chutes with rubble/boulders in high-gradient streams; portions of upper Tenn & Cumb river systems. <br>,Aquatic
Fentress,Invertebrate Animal,Mollusc,Pleurobema oviforme,Tennessee Clubshell,G2G3,S2S3,--,"Rare, Not State Listed","Small, shallow streams & rivers with good current & coarse gravel/sand substrates; Tennessee & Cumberland river systems.",Aquatic
Fentress,Invertebrate Animal,Mollusc,Lithasia duttoniana,Helmet Rocksnail,G2Q,S2,--,"Rare, Not State Listed",Rocky substrates in riffle systems; bedrock in flowing water below main section of riffles; Duck River (TN River system).,Aquatic
Fentress,Vertebrate Animal,Fish,Etheostoma obeyense,Barcheek Darter,G4,S3,--,"Rare, Not State Listed","Small to medium sized, clear upland streams; Eastern Highland Rim; Cumberland River drainage.",Aquatic
Fentress,Vertebrate Animal,Fish,Typhlichthys subterraneus,Southern Cavefish,G4,S3,--,D,"Aquatic cave obligate; cave streams, karst waters, and water supply wells; reported from all karst regions excluding RV & BR.",Aquatic
Fentress,Invertebrate Animal,Mollusc,Ptychobranchus subtentus,Fluted Kidneyshell,G2,S2,LE,E,"Small-medium rivers in swift current or riffles, in sand, gravel, and cobble substrates; Tennessee & Cumberland river systems.",Aquatic
Fentress,Vascular Plant,Flowering Plant,Sagittaria graminea,Grassleaf Arrowhead,G5,S1,--,T,Ponds And Stream Margins,Aquatic
Franklin,Invertebrate Animal,Annelid,Cambarincola alienus,A Cave Obligate Worm,G1G2,S1,--,"Rare, Not State Listed",Aquatic cave obligate; isopod parasite; southern Cumberlands.,Aquatic
Franklin,Invertebrate Animal,Crustacean,Cambarus hamulatus,Prickly Cave Crayfish,G3G4,S3,--,D,Aquatic cave obligate; Sequatchie Valley & southern Cumberlands.,Aquatic
Franklin,Invertebrate Animal,Crustacean,Dactylocythere steevesi,A Cave Obligate Shrimp,G4,S2S3,--,"Rare, Not State Listed",Aquatic cave obligate; crayfish commensal; Cumberland Plateau & Eastern Highland Rim generally.,Aquatic
Franklin,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
Franklin,Invertebrate Animal,Mollusc,Fusconaia cor,Shiny Pigtoe,G1,S1,"LE, XN",E,Shoals and riffles of small-medium sized rivers with mod-fast current over sand-cobble substrates; upper Tennessee River watershed.,Aquatic
Franklin,Invertebrate Animal,Mollusc,Fusconaia cuneolus,Finerayed Pigtoe,G1,S1,"LE, XN",E,Riffles of fords and shoals of mod gradient streams in firm cobble and gravel substrates; middle & upper Tennessee River watershed.,Aquatic
Franklin,Invertebrate Animal,Mollusc,Obovaria subrotunda,Round Hickorynut,G4,S2S3,PT,"Rare, Not State Listed","Medium-large rivers in sand and gravel subst with moderate flow; TN & Cumb rivers; also Red River in Robertson Co., W Highland Rim.",Aquatic
Franklin,Invertebrate Animal,Crustacean,Orconectes australis,Southern Cave Crayfish,G5,S3,--,"Rare, Not State Listed",Aquatic cave obligate; subterranean streams & pools; Eastern Highland Rim escarpment to the Cumberland Plateau.,Aquatic
Franklin,Invertebrate Animal,Mollusc,Pegias fabula,Littlewing Pearlymussel,G1,S1,LE,E,"Cool, clear, high-gradient streams in sand, gravel, and cobble substrates, riffles; portions of Cumberland & upper Tenn. river systems.",Aquatic
Franklin,Invertebrate Animal,Mollusc,Pleurobema oviforme,Tennessee Clubshell,G2G3,S2S3,--,"Rare, Not State Listed","Small, shallow streams & rivers with good current & coarse gravel/sand substrates; Tennessee & Cumberland river systems.",Aquatic
Franklin,Invertebrate Animal,Mollusc,Pleuronaia dolabelloides,Slabside Pearlymussel,G2,S2,LE,E,"Lg creeks to mod sized rivers, in riffles/shoals of sand, fine gravel, and cobble substrates with mod current; Tennessee R watershed.",Aquatic
Franklin,Vertebrate Animal,Amphibian,Gyrinophilus palleucus,Tennessee Cave Salamander,G2G3,S2,--,T,"Aquatic cave obligate; cave streams & rimstone pools; Central Basin, Eastern Highland Rim, & Cumberland Plateau.",Aquatic
Franklin,Vertebrate Animal,Fish,Hemitremia flammea,Flame Chub,G3,S3,--,D,Springs and spring-fed streams with lush aquatic vegetation; Tennessee & middle Cumberland river watersheds.,Aquatic
Franklin,Invertebrate Animal,Mollusc,Lampsilis virescens,Alabama Lampmussel,G1,S1,LE,E,Found in sand and gravel substrates in shoal areas of small-medium size rivers; middle and upper TN R system; recently rediscovered in Emory River.,Aquatic
Franklin,Invertebrate Animal,Mollusc,Leptoxis umbilicata,Umbilicate Rocksnail,G1Q,S1,--,"Rare, Not State Listed",Medium sized rivers & large creeks in portions of lower Cumb. and Tenn. river systems; Stones River; possibly a form or morph.,Aquatic
Franklin,Invertebrate Animal,Mollusc,Lithasia geniculata fuliginosa,Geniculate River Snail,G3QT3Q,S2,--,"Rare, Not State Listed",Medium-sized river form of L. geniculata; portions of lower Cumberland and lower Tennessee river systems; Duck & Buffalo rivers.,Aquatic
Franklin,Invertebrate Animal,Mollusc,Lithasia lima,Warty Rocksnail,G2Q,S2,--,"Rare, Not State Listed",Rocky substrates in riffle systems; Elk River & larger tributaries (Tennessee River watershed).,Aquatic
Franklin,Invertebrate Animal,Annelid,Eremidrilus allegheniensis,A Cave Obligate Worm,G1G2,S1S2,--,"Rare, Not State Listed",Aquatic cave obligate; rimstone pools & subterranean waters; reported from S Cumberlands; Franklin County.,Aquatic
Franklin,Vertebrate Animal,Fish,Typhlichthys subterraneus,Southern Cavefish,G4,S3,--,D,"Aquatic cave obligate; cave streams, karst waters, and water supply wells; reported from all karst regions excluding RV & BR.",Aquatic
Franklin,Invertebrate Animal,Mollusc,Ptychobranchus subtentus,Fluted Kidneyshell,G2,S2,LE,E,"Small-medium rivers in swift current or riffles, in sand, gravel, and cobble substrates; Tennessee & Cumberland river systems.",Aquatic
Franklin,Invertebrate Animal,Mollusc,Theliderma intermedia,Cumberland Monkeyface,G1,S1,"LE, XN",E,"Shallow riffle and shoal areas of headwater streams and bigger rivers, in coarse sand/gravel substrates; Tennessee River system.",Aquatic
Franklin,Invertebrate Animal,Crustacean,Stygobromus vitreus,An Amphipod,G4,S2,--,"Rare, Not State Listed",Aquatic cave obligate; pools in wet caves; northernmost Highland Rim and southernmost Cumberlands.,Aquatic
Franklin,Invertebrate Animal,Mollusc,Toxolasma cylindrellus,Pale Lilliput,G1,S1,LE,E,"Small tributary rivers & streams, in firm rubble, gravel, and sand substrates in shallow riffles and shoals; lower Tenn. River system.",Aquatic
Franklin,Invertebrate Animal,Mollusc,Toxolasma lividus,Purple Lilliput,G3,S1S2,--,"Rare, Not State Listed","Small-medium sized rivers & lg creeks, in mud, sand, & gravel substrates; Tenn. & Cumberland river systems in headwater areas.",Aquatic
Gibson,Vertebrate Animal,Reptile,Macrochelys temminckii,Alligator Snapping Turtle,G3,S2S3,--,T,"Slow moving, deep water of rivers, sloughs, oxbows, swamps, and lakes; middle and west Tennessee; obscure.",Aquatic
Gibson,Invertebrate Animal,Crustacean,Creaserinus hortoni,Hatchie Burrowing Crayfish,G1,S1,--,E,"Primary burrower; uses saturated or seasonally saturated soils associated with permanent bodies of water; Mississippi River tributaries, Coastal Plain.",Aquatic
Giles,Vertebrate Animal,Amphibian,Cryptobranchus alleganiensis,Hellbender,G3,S3,--,E,"Rocky, clear creeks and rivers with large shelter rocks.",Aquatic
Giles,Invertebrate Animal,Mollusc,Dromus dromas,Dromedary Pearlymussel,G1,S1,"LE, XN",E,"Medium-large rivers with riffles and shoals w/ relatively firm rubble, gravel, and stable substrates; Tennessee & Cumberland systems.",Aquatic
Giles,Vertebrate Animal,Fish,Etheostoma wapiti,Boulder Darter,G1,S1,"LE, XN",E,Fast rocky riffles of small to medium rivers & large creeks; Elk River watershed. Reintro. Shoal Ck watershed.,Aquatic
Giles,Vertebrate Animal,Fish,Percina tanasi,Snail Darter,G2G3,S2S3,LT,T,"Sand and gravel shoals of moderately flowing, vegetated, large creeks; upper Tennessee River watershed.",Aquatic
Giles,Invertebrate Animal,Mollusc,Hemistena lata,Cracking Pearlymussel,G1,S1,"LE, XN",E,"Medium-sized rivers of mod current, deeply buried in mud, sand, gravel, and cobble substrates; Tennessee & Cumb. river systems.",Aquatic
Giles,Vertebrate Animal,Fish,Hemitremia flammea,Flame Chub,G3,S3,--,D,Springs and spring-fed streams with lush aquatic vegetation; Tennessee & middle Cumberland river watersheds.,Aquatic
Giles,Invertebrate Animal,Mollusc,Lemiox rimosus,Birdwing Pearlymussel,G1,S1,"LE, XN",E,Small-medium size rivers in riffle areas with sand and gravel substrates in mod-fast currents; Tennessee River system.,Aquatic
Giles,Invertebrate Animal,Mollusc,Lithasia lima,Warty Rocksnail,G2Q,S2,--,"Rare, Not State Listed",Rocky substrates in riffle systems; Elk River & larger tributaries (Tennessee River watershed).,Aquatic
Giles,Invertebrate Animal,Mollusc,Toxolasma lividus,Purple Lilliput,G3,S1S2,--,"Rare, Not State Listed","Small-medium sized rivers & lg creeks, in mud, sand, & gravel substrates; Tenn. & Cumberland river systems in headwater areas.",Aquatic
Grainger,Vertebrate Animal,Amphibian,Cryptobranchus alleganiensis,Hellbender,G3,S3,--,E,"Rocky, clear creeks and rivers with large shelter rocks.",Aquatic
Grainger,Invertebrate Animal,Mollusc,Ptychobranchus subtentus,Fluted Kidneyshell,G2,S2,LE,E,"Small-medium rivers in swift current or riffles, in sand, gravel, and cobble substrates; Tennessee & Cumberland river systems.",Aquatic
Grainger,Invertebrate Animal,Mollusc,Lemiox rimosus,Birdwing Pearlymussel,G1,S1,"LE, XN",E,Small-medium size rivers in riffle areas with sand and gravel substrates in mod-fast currents; Tennessee River system.,Aquatic
Grainger,Invertebrate Animal,Mollusc,Lampsilis abrupta,Pink Mucket,G1G2,S2,LE,E,"Generally a large river species, preferring sand-gravel or rocky substrates with mod-strong currents; Tennessee & Cumberland river systems.",Aquatic
Grainger,Invertebrate Animal,Mollusc,Io fluvialis,Spiny Riversnail,G1G2,S2,--,"Rare, Not State Listed",Shallow waters of shoals that are rapid to moderate and well-oxygenated; Tennessee River & main tributaries; E Tennessee.,Aquatic
Grainger,Invertebrate Animal,Mollusc,Hemistena lata,Cracking Pearlymussel,G1,S1,"LE, XN",E,"Medium-sized rivers of mod current, deeply buried in mud, sand, gravel, and cobble substrates; Tennessee & Cumb. river systems.",Aquatic
Grainger,Invertebrate Animal,Mollusc,Plethobasus cyphyus,Sheepnose,G3,S2S3,LE,E,"Large to medium-sized rivers, in riffles and coarse sand/gravel subst; TN & Cumb river systems incl KY Reservoir; W Uplands & Rim.",Aquatic
Grainger,Invertebrate Animal,Mollusc,Plethobasus cicatricosus,White Wartyback,G1,S1,"LE, XN",E,Presumed to inhabit shoals and riffles in large rivers; Tennessee & Cumberland river systems.  Very rare & poss extirpated in TN.,Aquatic
Grainger,Vertebrate Animal,Fish,Percina aurantiaca,Tangerine Darter,G4,S3,--,D,"Large-moderate size headwater tribs to Tennessee River, in clear, fairly deep, rocky pools, usually below riffles.",Aquatic
Grainger,Invertebrate Animal,Mollusc,Margaritifera monodonta,Spectaclecase,G3,S2S3,LE,E,"Medium to large rivers; in substrates from mud and sand to gravel, cobble, and boulders; Cumberland and Tennessee river systems.",Aquatic
Grainger,Vertebrate Animal,Fish,Cycleptus elongatus,Blue Sucker,G3G4,S2,--,T,Swift waters over firm substrates in big rivers.,Aquatic
Grainger,Vertebrate Animal,Amphibian,Desmognathus abditus,Cumberland Dusky Salamander,G2G3,S2S3,--,D,Assoc. with streams of Cumberland Plateau; under rocks along small streams or adj. cover; Morgan & Grundy counties.,Aquatic
Grainger,Invertebrate Animal,Mollusc,Dromus dromas,Dromedary Pearlymussel,G1,S1,"LE, XN",E,"Medium-large rivers with riffles and shoals w/ relatively firm rubble, gravel, and stable substrates; Tennessee & Cumberland systems.",Aquatic
Grainger,Invertebrate Animal,Mollusc,Fusconaia cor,Shiny Pigtoe,G1,S1,"LE, XN",E,Shoals and riffles of small-medium sized rivers with mod-fast current over sand-cobble substrates; upper Tennessee River watershed.,Aquatic
Grainger,Invertebrate Animal,Mollusc,Fusconaia cuneolus,Finerayed Pigtoe,G1,S1,"LE, XN",E,Riffles of fords and shoals of mod gradient streams in firm cobble and gravel substrates; middle & upper Tennessee River watershed.,Aquatic
Greene,Invertebrate Animal,Crustacean,Caecidotea nortoni,A Cave Obligate Isopod,G2G3,S1S2,--,"Rare, Not State Listed",Aquatic cave obligate; eastern Ridge & Valley.,Aquatic
Greene,Invertebrate Animal,Mollusc,Theliderma cylindrica strigillata,Rough Rabbitsfoot,G3G4T2,S2,LE,E,"Small-medium sized rivers, in clear, shallow riffles with sand-gravel substrates; Tenn. & Cumb. river systems; upland form.",Aquatic
Greene,Invertebrate Animal,Mollusc,Ptychobranchus subtentus,Fluted Kidneyshell,G2,S2,LE,E,"Small-medium rivers in swift current or riffles, in sand, gravel, and cobble substrates; Tennessee & Cumberland river systems.",Aquatic
Greene,Invertebrate Animal,Mollusc,Venustaconcha trabalis,Tennessee Bean,G1,S1,"LE, XN",E,"Riffle areas of small rivers & streams in sand, gravel, & cobble substrates with swift current; upper Cumb. & upper Tenn. river systems.",Aquatic
Greene,Invertebrate Animal,Mollusc,Villosa fabalis,Rayed Bean,G2,S1,LE,E,"Riffles of medium-small rivers & creeks, in gravel & sand substrates associated with Justicia americana; Tennessee River watershed.",Aquatic
Greene,Vertebrate Animal,Fish,Etheostoma acuticeps,Sharphead Darter,G3,S2S3,--,"Rare, Not State Listed",Strongly flowing water in riffles and chutes of large upland creeks and medium-sized rivers.,Aquatic
Greene,Invertebrate Animal,Mollusc,Epioblasma triquetra,Snuffbox,G3,S3,LE,E,"Riffles of medium-large rivers with stony or sandy bottoms, in swift currents, usually deeply buried; Tennessee & Cumb. river systems.",Aquatic
Greene,Invertebrate Animal,Mollusc,Epioblasma capsaeformis,Oyster Mussel,G1,S1,"LE, XN",E,Shallow riffles in mod-swift current of small-medium rivers with coarse sand and gravel; Tennessee &amp; Cumberland river systems excluding the Duck River.,Aquatic
Greene,Invertebrate Animal,Mollusc,Lampsilis abrupta,Pink Mucket,G1G2,S2,LE,E,"Generally a large river species, preferring sand-gravel or rocky substrates with mod-strong currents; Tennessee & Cumberland river systems.",Aquatic
Greene,Invertebrate Animal,Mollusc,Io fluvialis,Spiny Riversnail,G1G2,S2,--,"Rare, Not State Listed",Shallow waters of shoals that are rapid to moderate and well-oxygenated; Tennessee River & main tributaries; E Tennessee.,Aquatic
Greene,Invertebrate Animal,Mollusc,Pleuronaia dolabelloides,Slabside Pearlymussel,G2,S2,LE,E,"Lg creeks to mod sized rivers, in riffles/shoals of sand, fine gravel, and cobble substrates with mod current; Tennessee R watershed.",Aquatic
Greene,Vertebrate Animal,Fish,Percina tanasi,Snail Darter,G2G3,S2S3,LT,T,"Sand and gravel shoals of moderately flowing, vegetated, large creeks; upper Tennessee River watershed.",Aquatic
Greene,Vertebrate Animal,Fish,Percina aurantiaca,Tangerine Darter,G4,S3,--,D,"Large-moderate size headwater tribs to Tennessee River, in clear, fairly deep, rocky pools, usually below riffles.",Aquatic
Greene,Vertebrate Animal,Fish,Noturus crypticus,Chucky Madtom,G1,S1,LE,E,"Stream runs with slow to moderate current over pea gravel, cobble, or slabrock; Little Chucky Creek; Nolichucky River system.",Aquatic
Greene,Vertebrate Animal,Fish,Cycleptus elongatus,Blue Sucker,G3G4,S2,--,T,Swift waters over firm substrates in big rivers.,Aquatic
Greene,Invertebrate Animal,Mollusc,Margaritifera monodonta,Spectaclecase,G3,S2S3,LE,E,"Medium to large rivers; in substrates from mud and sand to gravel, cobble, and boulders; Cumberland and Tennessee river systems.",Aquatic
Greene,Vertebrate Animal,Amphibian,Cryptobranchus alleganiensis,Hellbender,G3,S3,--,E,"Rocky, clear creeks and rivers with large shelter rocks.",Aquatic
Greene,Vertebrate Animal,Fish,Chrosomus tennesseensis,Tennessee Dace,G3,S3,--,D,First order spring-fed streams of woodlands in Ridge and Valley limestone region; Tennessee River watershed.,Aquatic
Greene,Vertebrate Animal,Fish,Carpiodes velifer,Highfin Carpsucker,G4G5,S2S3,--,D,"Large rivers, mostly in Tennessee River drainage.",Aquatic
Grundy,Vertebrate Animal,Amphibian,Desmognathus abditus,Cumberland Dusky Salamander,G2G3,S2S3,--,D,Assoc. with streams of Cumberland Plateau; under rocks along small streams or adj. cover; Morgan & Grundy counties.,Aquatic
Grundy,Invertebrate Animal,Mollusc,Toxolasma lividus,Purple Lilliput,G3,S1S2,--,"Rare, Not State Listed","Small-medium sized rivers & lg creeks, in mud, sand, & gravel substrates; Tenn. & Cumberland river systems in headwater areas.",Aquatic
Grundy,Invertebrate Animal,Mollusc,Toxolasma cylindrellus,Pale Lilliput,G1,S1,LE,E,"Small tributary rivers & streams, in firm rubble, gravel, and sand substrates in shallow riffles and shoals; lower Tenn. River system.",Aquatic
Grundy,Vascular Plant,Flowering Plant,Sparganium androcladum,Branching Bur-reed,G4G5,S1,--,E,"Slow Flowing Streams And Rivers, Ponds",Aquatic
Grundy,Invertebrate Animal,Mollusc,Pleuronaia gibber,Cumberland Pigtoe,G1,S1,LE,E,"Shallow areas in small-medium rivers in riffles with sand and gravel substrates; tribs of Cumberland River & poss TN R, middle Tenn.",Aquatic
Grundy,Vertebrate Animal,Fish,Typhlichthys subterraneus,Southern Cavefish,G4,S3,--,D,"Aquatic cave obligate; cave streams, karst waters, and water supply wells; reported from all karst regions excluding RV & BR.",Aquatic
Grundy,Vertebrate Animal,Fish,Etheostoma akatulo,Bluemask (Jewel) Darter,G1,S1,LE,E,Streams with slow to moderate current over clean sand and fine gravel; Caney Fork River system (above Great Falls Reservoir).,Aquatic
Grundy,Vertebrate Animal,Fish,Hemitremia flammea,Flame Chub,G3,S3,--,D,Springs and spring-fed streams with lush aquatic vegetation; Tennessee & middle Cumberland river watersheds.,Aquatic
Grundy,Vertebrate Animal,Amphibian,Gyrinophilus palleucus,Tennessee Cave Salamander,G2G3,S2,--,T,"Aquatic cave obligate; cave streams & rimstone pools; Central Basin, Eastern Highland Rim, & Cumberland Plateau.",Aquatic
Grundy,Invertebrate Animal,Crustacean,Orconectes australis,Southern Cave Crayfish,G5,S3,--,"Rare, Not State Listed",Aquatic cave obligate; subterranean streams & pools; Eastern Highland Rim escarpment to the Cumberland Plateau.,Aquatic
Grundy,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
Grundy,Invertebrate Animal,Mollusc,Alasmidonta atropurpurea,Cumberland Elktoe,G1G2,S1S2,LE,E,"Small creeks to medium-sized rivers with slow current, sand substrates, and large cobble; upper Cumberland River watershed.",Aquatic
Grundy,Invertebrate Animal,Crustacean,Diacyclops yeatmani,Yeatman's Groundwater Copepod,G2G3,S1,--,"Rare, Not State Listed",Aquatic cave obligate; central & southern Cumberlands generally; possibly part of a species complex.,Aquatic
Hamblen,Vertebrate Animal,Fish,Carpiodes velifer,Highfin Carpsucker,G4G5,S2S3,--,D,"Large rivers, mostly in Tennessee River drainage.",Aquatic
Hamblen,Vertebrate Animal,Fish,Etheostoma acuticeps,Sharphead Darter,G3,S2S3,--,"Rare, Not State Listed",Strongly flowing water in riffles and chutes of large upland creeks and medium-sized rivers.,Aquatic
Hamblen,Vertebrate Animal,Fish,Erimystax cahni,Slender Chub,G1,S1,"LT, XN",T,Major headwater tribs to TN River with small gravel substrates & swift-moderate currents.,Aquatic
Hamblen,Invertebrate Animal,Mollusc,Epioblasma capsaeformis,Oyster Mussel,G1,S1,"LE, XN",E,Shallow riffles in mod-swift current of small-medium rivers with coarse sand and gravel; Tennessee &amp; Cumberland river systems excluding the Duck River.,Aquatic
Hamblen,Invertebrate Animal,Mollusc,Io fluvialis,Spiny Riversnail,G1G2,S2,--,"Rare, Not State Listed",Shallow waters of shoals that are rapid to moderate and well-oxygenated; Tennessee River & main tributaries; E Tennessee.,Aquatic
