YEAR,CLASS,SCIENTIFIC NAME,COMMON NAME,GLOBAL RANK,STATE RANK,FEDERAL STATUS,STATE STATUS,,,,,,,,,
2003,Freshwater Mussels,Pyganodon grandis,giant floater,G5,S5,,,,,,,,,,,
2003,Freshwater Mussels,Quadrula apiculata,southern mapleleaf,G5,S5,,,,,,,,,,,
2003,Freshwater Mussels,Quadrula asperata,Alabama orb,G4,S4,,,,,,,,,,,
2003,Freshwater Mussels,Quadrula cylindrica cylindrica,rabbitsfoot,G3T3,S1,,SP,,,,,,,,,
2003,Freshwater Mussels,Quadrula fragosa,winged mapleleaf,G1,SX,LE-XN21,,,,,,,,,,
2003,Freshwater Mussels,Quadrula intermedia,Cumberland monkeyface,G1,SH,LE,SP,,,,,,,,,
2003,Freshwater Mussels,Quadrula metanevra,monkeyface,G4,S3,,,,,,,,,,,
2003,Freshwater Mussels,Quadrula nodulata,wartyback,G4,S1S2,,,,,,,,,,,
2003,Freshwater Mussels,Quadrula pustulosa,pimpleback,G5,S5,,,,,,,,,,,
2003,Freshwater Mussels,Quadrula quadrula,mapleleaf,G5,S5,,,,,,,,,,,
2003,Freshwater Mussels,Quadrula refulgens,purple pimpleback,G3G4,S?,,,,,,,,,,,
2003,Freshwater Mussels,Quadrula rumphiana,ridged mapleleaf,G3,S3,,,,,,,,,,,
2003,Freshwater Mussels,Quadrula stapes,stirrupshell,GH,SH,LE,SP,,,,,,,,,
2003,Freshwater Mussels,Quincuncina burkei,tapered pigtoe,G2,S1,,,,,,,,,,,
2003,Freshwater Mussels,Quincuncina infucata,sculptured pigtoe,G4,S2,,,,,,,,,,,
2003,Freshwater Mussels,Strophitus connasaugaensis,Alabama creekmussel,G3,S2,,,,,,,,,,,
2003,Freshwater Mussels,Strophitus subvexus,southern creekmussel,G3,S2,,,,,,,,,,,
2003,Freshwater Mussels,Strophitus undulatus,squawfoot,G5,S1,,,,,,,,,,,
2003,Freshwater Mussels,Toxolasma corvunculus,southern lilliput,GH,S1,,,,,,,,,,,
2003,Freshwater Mussels,Toxolasma cylindrellus,pale lilliput,G1,S1,LE,SP,,,,,,,,,
2003,Freshwater Mussels,Toxolasma lividus,purple lilliput,G2,S2,,,,,,,,,,,
2003,Freshwater Mussels,Toxolasma parvus,lilliput,G5,S3,,,,,,,,,,,
2003,Freshwater Mussels,Toxolasma paulus,iridescent lilliput,G4Q,S2,,,,,,,,,,,
2003,Freshwater Mussels,Tritogonia verrucosa,pistolgrip,G4,S4,,,,,,,,,,,
2003,Freshwater Mussels,Truncilla donaciformis,fawnsfoot,G5,S4,,,,,,,,,,,
2003,Freshwater Mussels,Truncilla truncata,deertoe,G5,S1,,,,,,,,,,,
2003,Freshwater Mussels,Uniomerus caroliniana,Florida pondhorn,G4,S3,,,,,,,,,,,
2003,Freshwater Mussels,Uniomerus declivis,tapered pondhorn,G5,S3,,,,,,,,,,,
2003,Freshwater Mussels,Uniomerus tetralasmus,pondhorn,G4,S4,,,,,,,,,,,
2003,Freshwater Mussels,Utterbackia imbecillis,paper pondshell,G5,S5,,,,,,,,,,,
2003,Freshwater Mussels,Utterbackia peggyae,Florida floater,G3,S2,,,,,,,,,,,
2003,Freshwater Mussels,Villosa choctawensis,Choctaw bean,G2,S2,,SP,,,,,,,,,
2003,Freshwater Mussels,Villosa fabalis,rayed bean,G1G2,SX,,,,,,,,,,,
2003,Freshwater Mussels,Villosa iris,rainbow,G5,S3,,,,,,,,,,,
2003,Freshwater Mussels,Villosa lienosa,little spectaclecase,G5,S4,,,,,,,,,,,
2003,Freshwater Mussels,Villosa nebulosa,Alabama rainbow,G3,S3,,,,,,,,,,,
2003,Freshwater Mussels,"Villosa taeniata
Villosa trabalis","painted creekshell
Cumberland bean","G3G4
G1","S3
SX",LE-XN21,,,,,,,,,,
2003,Freshwater Mussels,Villosa vanuxemensis umbrans,Coosa creekshell,G4T2,S2,,,,,,,,,,,
2003,Freshwater Mussels,Villosa vanuxemensis vanuxemensis,mountain creekshell,G4T4,S2S3,,,,,,,,,,,
2003,Freshwater Mussels,Villosa vibex,southern rainbow,G4Q,S4,,,,,,,,,,,
2003,Freshwater Mussels,Villosa villosa,downy rainbow,G3,S?,,,,,,,,,,,
2003,Freshwater Mussels,Cumberlandia monodonta,spectaclecase,G2G3,S1,,SP,,,,,,,,,
2003,Freshwater Mussels,Margaritifera marrianae,Alabama pearlshell,G1,S1S2,C,SP,,,,,,,,,
2003,Freshwater Snails,Carychium nannodes,file thorn,G4G5,S?,,,,,,,,,,,
2003,Freshwater Snails,Campeloma decampi,slender campeloma,G1,S1,LE,SP,,,,,,,,,
2003,Freshwater Snails,Campeloma decisum,pointed campeloma,G5,S5,,,,,,,,,,,
2003,Freshwater Snails,Lioplax cyclostomaformis,cylindrical lioplax,G1,S1,LE,SP,,,,,,,,,
2003,Freshwater Snails,Tulotoma magnifica,Alabama livebearing snail,G1,S1,LE,SP,,,,,,,,,
2003,Freshwater Snails,Ferrissia mcneili,hood ancylid,G2G3,S2,,,,,,,,,,,
2003,Freshwater Snails,Rhodacme elatior,domed ancylid,G1,S1S2,,,,,,,,,,,
2003,Freshwater Snails,Rhodacme filosa,wicker ancylid,GH,S?,,,,,,,,,,,
2003,Freshwater Snails,Rhodacme hinkleyi,knobby ancylid,GU,S2,,,,,,,,,,,
2003,Freshwater Snails,Antrorbis breweri,Manitou snail,G1,S1,,,,,,,,,,,
2003,Freshwater Snails,Lepyrium showalteri,flat pebblesnail,G1,S1,LE,SP,,,,,,,,,
2003,Freshwater Snails,Pyrgulopsis olivacea,olive marstonia,GH,SX,,,,,,,,,,,
2003,Freshwater Snails,Pyrgulopsis pachyta,armored marstonia,G1,S1,LE,SP,,,,,,,,,
2003,Freshwater Snails,Pyrgulopsis scalariformis,moss pyrg,G1,S1,,SP,,,,,,,,,
2003,Freshwater Snails,Somatogyrus aureus,golden pebblesnail,G1,SH,,,,,,,,,,,
2003,Freshwater Snails,Somatogyrus biangulatus,angular pebblesnail,GH,SH,,,,,,,,,,,
2003,Freshwater Snails,Somatogyrus constrictus,knotty pebblesnail,GH,SH,,,,,,,,,,,
2003,Freshwater Snails,Somatogyrus coosaensis,Coosa pebblesnail,GH,SH,,,,,,,,,,,
2003,Freshwater Snails,Somatogyrus crassus,stocky pebblesnail,GH,SH,,,,,,,,,,,
2003,Freshwater Snails,Somatogyrus currierianus,Tennessee pebblesnail,GH,SH,,,,,,,,,,,
2003,Freshwater Snails,Somatogyrus decipiens,hidden pebblesnail,GH,SH,,,,,,,,,,,
2003,Freshwater Snails,Somatogyrus excavatus,ovate pebblesnail,GH,SH,,,,,,,,,,,
2003,Freshwater Snails,Somatogyrus georgianus,Cherokee pebblesnail,GH,SH,,,,,,,,,,,
2003,Freshwater Snails,Somatogyrus hendersoni,fluted pebblesnail,GH,SH,,,,,,,,,,,
2003,Freshwater Snails,Somatogyrus hinkleyi,granite pebblesnail,GU,S?,,,,,,,,,,,
2003,Freshwater Snails,Somatogyrus humerosus,atlas pebblesnail,GH,SH,,,,,,,,,,,
2003,Freshwater Snails,Somatogyrus nanus,dwarf pebblesnail,GH,SH,,,,,,,,,,,
2003,Freshwater Snails,Somatogyrus obtusus,moon pebblesnail,GH,SH,,,,,,,,,,,
2003,Freshwater Snails,Somatogyrus pilsbryanus,Tallapoosa pebblesnail,GU,S?,,,,,,,,,,,
2003,Freshwater Snails,Somatogyrus pygmaeus,pygmy pebblesnail,GH,SH,,,,,,,,,,,
2003,Freshwater Snails,Somatogyrus quadratus,quadrate pebblesnail,GH,SH,,,,,,,,,,,
2003,Freshwater Snails,Somatogyrus sargenti,mud pebblesnail,GH,SH,,,,,,,,,,,
2003,Freshwater Snails,Somatogyrus strengi,rolling pebblesnail,GH,SH,,,,,,,,,,,
2003,Freshwater Snails,Somatogyrus substriatus,Choctaw pebblesnail,GH,SH,,,,,,,,,,,
2003,Freshwater Snails,Somatogyrus tennesseensis,opaque pebblesnail,G1,SH,,,,,,,,,,,
2003,Freshwater Snails,Somatogyrus walkerianus,Gulf Coast pebblesnail,G3,S?,,,,,,,,,,,
2003,Freshwater Snails,Stiobia nana,sculpin snail,G3,S1,,,,,,,,,,,
2003,Freshwater Snails,Athearnia anthonyi,Anthony's river snail,G1T1,S1,LE-XN22,SP,,,,,,,,,
2003,Freshwater Snails,Elimia acuta,acute elimia,G1,S2,,,,,,,,,,,
2003,Freshwater Snails,Elimia alabamensis,mud elimia,G1,S1,,,,,,,,,,,
2003,Freshwater Snails,Elimia albanyensis,black-crest elimia,G5,S?,,,,,,,,,,,
2003,Freshwater Snails,Elimia ampla,ample elimia,G1,S1,,,,,,,,,,,
2003,Freshwater Snails,Elimia annettae,lilyshoals elimia,G1Q,S1,,,,,,,,,,,
2003,Freshwater Snails,Elimia bellacrenata,princess elimia,G1,S1,,,,,,,,,,,
2003,Freshwater Snails,Elimia bellula,walnut elimia,G1,S1,,,,,,,,,,,
2003,Freshwater Snails,Elimia bentoniensis,rusty elimia,G1,S1,,,,,,,,,,,
2003,Freshwater Snails,Elimia boykiniana,flaxen elimia,G3,S?,,,,,,,,,,,
2003,Freshwater Snails,Elimia brevis,short-spire elimia,GH,SH,,,,,,,,,,,
2003,Freshwater Snails,Elimia bullula,snail,G1G2,S1S2,,,,,,,,,,,
2003,Freshwater Snails,Elimia cahawbensis,Cahaba elimia,G2G3,S3,,,,,,,,,,,
2003,Freshwater Snails,Elimia capillaris,spindle elimia,G1,S1,,,,,,,,,,,
2003,Freshwater Snails,Elimia carinicostata,fluted elimia,G5,S3,,,,,,,,,,,
2003,Freshwater Snails,Elimia carinifera,sharp-crest elimia,G5,S3,,,,,,,,,,,
2003,Freshwater Snails,Elimia chiltonensis,prune elimia,G1,S1,,,,,,,,,,,
2003,Freshwater Snails,Elimia clara,riffle elimia,G3,S2S3,,,,,,,,,,,
2003,Freshwater Snails,Elimia clausa,closed elimia,GH,SH,,,,,,,,,,,
2003,Freshwater Snails,Elimia clenchi,slackwater elimia,G1G2,S1S2,,,,,,,,,,,
2003,Freshwater Snails,Elimia cochliaris,cockle elimia,G1,S1,,,,,,,,,,,
2003,Freshwater Snails,Elimia comma,hispid elimia,GU,S?,,,,,,,,,,,
2003,Freshwater Snails,Elimia crenatella,lacey elimia,G1,S1,LT,SP,,,,,,,,,
2003,Freshwater Snails,Elimia curvicostata,graphite elimia,G3G4,S3,,,,,,,,,,,
2003,Freshwater Snails,Elimia cylindracea,cylinder elimia,G1,S1,,,,,,,,,,,
2003,Freshwater Snails,Elimia fascinans,banded elimia,G4,S1,,,,,,,,,,,
2003,Freshwater Snails,Elimia flava,yellow elimia,G4,S?,,,,,,,,,,,
2003,Freshwater Snails,Elimia fusiformis,fusiform elimia,GH,SH,,,,,,,,,,,
2003,Freshwater Snails,Elimia gerhardti,coldwater elimia,G5,S3S4,,,,,,,,,,,
2003,Freshwater Snails,Elimia hartmaniana,high-spired elimia,G2,SH,,,,,,,,,,,
2003,Freshwater Snails,Elimia haysiana,silt elimia,G1,S1,,SP,,,,,,,,,
2003,Freshwater Snails,Elimia hydei,gladiator elimia,G2,S1,,,,,,,,,,,
2003,Freshwater Snails,Elimia impressa,constricted elimia,GH,SH,,,,,,,,,,,
2003,Freshwater Snails,Elimia interveniens,slowwater elimia,G2,S2,,,,,,,,,,,
2003,Freshwater Snails,Elimia jonesi,hearty elimia,GH,SH,,,,,,,,,,,
2003,Freshwater Snails,Elimia laeta,ribbed elimia,GH,SH,,,,,,,,,,,
2003,Freshwater Snails,Elimia macglameriana,Macglamery's Coosa river snail,GH,SH,,,,,,,,,,,
2003,Freshwater Snails,Elimia nassula,round-rib elimia,G1,S1,,,,,,,,,,,
2003,Freshwater Snails,Elimia olivula,caper elimia,G1Q,S1,,,,,,,,,,,
2003,Freshwater Snails,Elimia paupercula,sooty elimia,G4,S4,,,,,,,,,,,
2003,Freshwater Snails,Elimia perstriata,engraved elimia,G1,S1,,,,,,,,,,,
2003,Freshwater Snails,Elimia pilsbryi,rough-lined elimia,GH,SH,,,,,,,,,,,
2003,Freshwater Snails,Elimia pupaeformis,pupa elimia,GH,SH,,,,,,,,,,,
2003,Freshwater Snails,Elimia pupoidea,bot elimia,GHQ,SH,,,,,,,,,,,
2003,Freshwater Snails,Elimia pybasi,spring elimia,GU,S?,,,,,,,,,,,
2003,Freshwater Snails,Elimia pygmaea,pygmy elimia,GH,SH,,,,,,,,,,,
2003,Freshwater Snails,Elimia showalteri,compact elimia,G1Q,S1,,,,,,,,,,,
2003,Freshwater Snails,Elimia vanuxemiana,cobble elimia,GH,SH,,,,,,,,,,,
2003,Freshwater Snails,Elimia varians,puzzle elimia,G1Q,SH,,,,,,,,,,,
2003,Freshwater Snails,Elimia variata,squat elimia,G1Q,S1,,,,,,,,,,,
2003,Freshwater Snails,Io fluvialis,spiny riversnail,G2,SX,,,,,,,,,,,
2003,Freshwater Snails,Leptoxis ampla,round rocksnail,G1G2,S1,LT,SP,,,,,,,,,
2003,Freshwater Snails,Leptoxis clipeata,agate rocksnail,GH,SH,,,,,,,,,,,
2003,Freshwater Snails,Leptoxis compacta,oblong rocksnail,GH,SH,,,,,,,,,,,
2003,Freshwater Snails,Leptoxis crassa crassa,boulder snail,G1TH,SX,,,,,,,,,,,
2003,Freshwater Snails,Leptoxis formosa,maiden rocksnail,GH,SH,,,,,,,,,,,
2003,Freshwater Snails,Leptoxis ligata,rotund rocksnail,GH,SH,,,,,,,,,,,
2003,Freshwater Snails,Leptoxis lirata,lirate rocksnail,GH,SH,,,,,,,,,,,
2003,Freshwater Snails,Leptoxis melanoides,black mudalia,G2,S1,,,,,,,,,,,
2003,Freshwater Snails,Leptoxis minor,knob mudalia,G1,S?,,,,,,,,,,,
2003,Freshwater Snails,Leptoxis occultata,bigmouth rocksnail,GH,SH,,,,,,,,,,,
2003,Freshwater Snails,Leptoxis picta,spotted rocksnail,G1,SH,,SP,,,,,,,,,
2003,Freshwater Snails,Leptoxis plicata,plicate rocksnail,G1,S1,LE,SP,,,,,,,,,
2003,Freshwater Snails,Leptoxis showalterii,Coosa rocksnail,GH,SH,,,,,,,,,,,
2003,Freshwater Snails,Leptoxis taeniata,painted rocksnail,G1,S1,LT,SP,,,,,,,,,
2003,Freshwater Snails,Leptoxis virgata,smooth mudalia,G2,SX,,,,,,,,,,,
2003,Freshwater Snails,Leptoxis vittata,striped rocksnail,GH,SH,,,,,,,,,,,
2003,Freshwater Snails,Lithasia armigera,armored rocksnail,G3G4,S1,,,,,,,,,,,
2003,Freshwater Snails,Lithasia curta,knobby rocksnail,GU,S?,,,,,,,,,,,
2003,Freshwater Snails,Lithasia geniculata,ornate rocksnail,G3G4,S1,,,,,,,,,,,
2003,Freshwater Snails,Lithasia lima,warty rocksnail,G2,S1,,,,,,,,,,,
2003,Freshwater Snails,Lithasia salebrosa,rustic rocksnail,G3G4,S1,,,,,,,,,,,
2003,Freshwater Snails,Lithasia verrucosa,varicose rocksnail,G3G4,S3,,,,,,,,,,,
2003,Freshwater Snails,Pleurocera alveare,rugged hornsnail,G3G4,S?,,,,,,,,,,,
2003,Freshwater Snails,Pleurocera annulifera,ringed hornsnail,G1,S1,,,,,,,,,,,
2003,Freshwater Snails,Pleurocera brumbyi,spiral hornsnail,G1,S1,,,,,,,,,,,
2003,Freshwater Snails,Pleurocera canaliculata,silty hornsnail,G5,S?,,,,,,,,,,,
2003,Freshwater Snails,Pleurocera corpulenta,corpulent hornsnail,G1,S1,,,,,,,,,,,
2003,Freshwater Snails,Pleurocera curta,shortspire hornsnail,G2,S1S2,,,,,,,,,,,
2003,Freshwater Snails,Pleurocera foremani,rough hornsnail,G1Q,S1,,SP,,,,,,,,,
2003,Freshwater Snails,Pleurocera postelli,broken hornsnail,G2,S1S2,,,,,,,,,,,
2003,Freshwater Snails,Pleurocera prasinata,smooth hornsnail,G1Q,S1,,,,,,,,,,,
2003,Freshwater Snails,Pleurocera pyrenella,skirted hornsnail,G2,S2,,,,,,,,,,,
2003,Freshwater Snails,Pleurocera showalteri,upland hornsnail,G4Q,S1,,,,,,,,,,,
2003,Freshwater Snails,Pleurocera trochiformis,sulcate hornsnail,G2,S?,,,,,,,,,,,
2003,Freshwater Snails,"Pleurocera walkeri
ORDER STYLOMMATOPHORA",telescope hornsnail,G1,S1,,,,,,,,,,,
2003,Freshwater Snails,Rabdotus mooreanus,prairie rabdotus,G? ,S?,,,,,,,,,,,
2003,Freshwater Snails,Cionella morseana,Appalachian pillar,G4G5,S?,,,,,,,,,,,
2003,Terrestrial Snails,Anguispira alabama,Alabama disc,G?,S2?,,,,,,,,,,,
2003,Terrestrial Snails,Anguispira alternata,flamed disc,G5,S1S2,,,,,,,,,,,
2003,Terrestrial Snails,Anguispira cumberlandiana,Cumberland disc,G?,S1S2,,,,,,,,,,,
2003,Terrestrial Snails,Anguispira jessica,mountain disc,G3G4,S1S2,,,,,,,,,,,
2003,Terrestrial Snails,Anguispira mordax,Appalachian disc,G4,S?,,,,,,,,,,,
2003,Terrestrial Snails,Discus clappi,channelled disc,G1?,S1,,,,,,,,,,,
2003,Terrestrial Snails,Discus nigrimontanus,black mountain disc,G4,S1?,,,,,,,,,,,
2003,Terrestrial Snails,Dryachloa dauca ,carrot glass,G?,S1,,,,,,,,,,,
2003,Terrestrial Snails,Helicodiscus aldrichianus,burrowing coil,G?,S?,,,,,,,,,,,
2003,Terrestrial Snails,Helicodiscus barri,racoon coil,G3G4,S?,,,,,,,,,,,
2003,Terrestrial Snails,Helicodiscus fimbriatus,fringed coil,G?,S?,,,,,,,,,,,
2003,Terrestrial Snails,Helicodiscus hadenoecus ,cricket coil ,G?,S?,,,,,,,,,,,
2003,Terrestrial Snails,Deroceras laeve ,meadow slug,G4G5,S?,,,,,,,,,,,
2003,Terrestrial Snails,Philomycus sellatus ,Alabama mantleslug ,G?,S1?,,,,,,,,,,,
2003,Terrestrial Snails,"Philomycus togatus
",toga mantleslug,G4G5,S1?,,,,,,,,,,,
2003,Terrestrial Snails,Daedalochila subclausa,Suwannee liptooth,G?,S?,,,,,,,,,,,
2003,Terrestrial Snails,Inflectarius approximans,tight-gapped shagreen,G2G3,S2?,,,,,,,,,,,
2003,Terrestrial Snails,Inflectarius downieanus,dwarf globelet,G?,S?,,,,,,,,,,,
2003,Terrestrial Snails,Inflectarius smithi,Alabama shagreen,G?,S2?,,,,,,,,,,,
2003,Terrestrial Snails,Linisa texasiana,Texas liptooth,G?,S?,,,,,,,,,,,
2003,Terrestrial Snails,Lobosculum pustula,grooved liptooth,G?,S?,,,,,,,,,,,
2003,Terrestrial Snails,Mesodon appressus laevior,a flat bladetooth,G4T3T4,S?,,,,,,,,,,,
2003,Terrestrial Snails,Mesodon clausus trossulus,a land snail,G5T1T3,S1S2,,,,,,,,,,,
2003,Terrestrial Snails,Mesodon normalis,grand globe,G4,S?,,,,,,,,,,,
2003,Terrestrial Snails,Millerelix fatigiata,new harmony liptooth,G?,S1?,,,,,,,,,,,
2003,Terrestrial Snails,Millerelix troostiana,Nashville liptooth,G?,S?,,,,,,,,,,,
2003,Terrestrial Snails,Patera sargentiana,grand bladetooth,G1G2,S1,,,,,,,,,,,
2003,Terrestrial Snails,Polygyra cereolus,southern flatcoil,G?,S?,,,,,,,,,,,
2003,Terrestrial Snails,Polygyra septemvolva,Florida flatcoil,G?,S?,,,,,,,,,,,
2003,Terrestrial Snails,Praticolella mobiliana,Choctaw shrubsnail,G?,S?,,,,,,,,,,,
2003,Terrestrial Snails,Stenotrema calvescens,Chattanooga slitmouth,G?,S?,,,,,,,,,,,
2003,Terrestrial Snails,Stenotrema exodon,Alabama slitmouth,G?,S?,,,,,,,,,,,
2003,Terrestrial Snails,Stenotrema florida,Apalachicola slitmouth,G?,S?,,,,,,,,,,,
2003,Terrestrial Snails,Triodopsis tennesseensis,budded threetooth,G4,S?,,,,,,,,,,,
2003,Terrestrial Snails,Xolotrema fosteri,bladetooth wedge,G?,S?,,,,,,,,,,,
2003,Terrestrial Snails,Punctum smithi,lamellate spot,G4,S?,,,,,,,,,,,
2003,Terrestrial Snails,Punctum vitreum,glass spot,G4G5,S?,,,,,,,,,,,
2003,Terrestrial Snails,Gastrocopta abbreviata,plains snaggletooth,G?,S1,,,,,,,,,,,
2003,Terrestrial Snails,Gastrocopta clappi,bluegrass snaggletooth,G5,S?,,,,,,,,,,,
2003,Terrestrial Snails,Gastrocopta pellucida,slim snaggletooth,G4G5,S1,,,,,,,,,,,
2003,Terrestrial Snails,Gastrocopta procera,wing snaggletooth,G4G5,S?,,,,,,,,,,,
2003,Terrestrial Snails,Gastrocopta riparia,Gulf Coast snaggletooth,G?,S?,,,,,,,,,,,
2003,Terrestrial Snails,Gastrocopta rupicola,tapered snaggletooth,G?,S?,,,,,,,,,,,
2003,Terrestrial Snails,Pupisoma dioscoricola,yam babybody,G?,S?,,,,,,,,,,,
2003,Terrestrial Snails,Vertigo alabamensis,Alabama vertigo,G1G3,S1S2,,,,,,,,,,,
2003,Terrestrial Snails,Vertigo conecuhensis,Conecuh vertigo,G?,S2,,,,,,,,,,,
2003,Terrestrial Snails,Strobilops hubbardi, flattened pinecone ,G?,S?,,,,,,,,,,,
2003,Terrestrial Snails,Catinella aprica,diurnal ambersnail,G?,S2?,,,,,,,,,,,
2003,Terrestrial Snails,Catinella pugilator,weedpatch ambersnail,G?,S1,,,,,,,,,,,
2003,Terrestrial Snails,Succinea forsheyi,spotted ambersnail,G?,S?,,,,,,,,,,,
2003,Terrestrial Snails,Succinea greerii,dryland ambersnail,G?,S?,,,,,,,,,,,
2003,Terrestrial Snails,Succinea indiana,xeric ambersnail,G?,S?,,,,,,,,,,,
2003,Terrestrial Snails,Succinea paralia,saltmarsh ambersnail,G?,S?,,,,,,,,,,,
2003,Terrestrial Snails,Glyphyalinia cumberlandiana,hill glyph,G4,S?,,,,,,,,,,,
2003,Terrestrial Snails,Glyphyalinia latebricola,stone glyph,G?,S?,,,,,,,,,,,
2003,Terrestrial Snails,Glyphyalinia specus,hollow glyph,G4,S?,,,,,,,,,,,
2003,Terrestrial Snails,Mesomphix friabilis,brittle button,G?,S1?,,,,,,,,,,,
2003,Terrestrial Snails,Mesomphix latior,broad button,G?,S2?,,,,,,,,,,,
2003,Terrestrial Snails,Paravitrea bidens,gray supercoil,G1?,S1,,,,,,,,,,,
2003,Terrestrial Snails,Paravitrea multidentata,dentate supercoil,G4G5,S2?,,,,,,,,,,,
2003,Terrestrial Snails,Paravitrea petrophila,Cherokee supercoil,G?,S1,,,,,,,,,,,
2003,Terrestrial Snails,Paravitrea pilsbryana,translucent supercoil,G2G3,S2?,,,,,,,,,,,
2003,Terrestrial Snails,Paravitrea tantilla,teasing supercoil,G?,S1?,,,,,,,,,,,
2003,Terrestrial Snails,Paravitrea tiara,crowned supercoil,G2?,S1?,,,,,,,,,,,
2003,Terrestrial Snails,Paravitrea toma,sharp supercoil,G1G2,S1?,,,,,,,,,,,
2003,Terrestrial Snails,Paravitrea variabilis,variable supercoil,G?,S1?,,,,,,,,,,,
2003,Terrestrial Snails,Ventridens acerra,glossy dome,G4,S?,,,,,,,,,,,
2003,Terrestrial Snails,Ventridens cerinoideus,wax dome,G4,S?,,,,,,,,,,,
2003,Terrestrial Snails,Ventridens collisella,sculptured dome,G4,S?,,,,,,,,,,,
2003,Terrestrial Snails,Ventridens lasmodon,hollow dome,G4,S?,,,,,,,,,,,
2003,Terrestrial Snails,Ventridens lawae,rounded dome,G4,S?,,,,,,,,,,,
2003,Terrestrial Snails,Ventridens monodon,blade dome,G?,S?,,,,,,,,,,,
2003,Terrestrial Snails,Zonitoides elliotti,green dome,G4,S?,,,,,,,,,,,
2003,Terrestrial Snails,Zonitoides lateumbilicatus,striate gloss,G?,S?,,,,,,,,,,,
2003,Terrestrial Snails,Crangonyx antennatus,Appalachian Valley cave amphipod,G3G5,S3S5,,,,,,,,,,,
2003,Terrestrial Snails,Stygobromus alabamensis,a cave obligate amphipod,G4G5,S3,,,,,,,,,,,
2003,Terrestrial Snails,Stygobromus dicksoni,a cave obligate amphipod,G3G4,S3,,,,,,,,,,,
2003,Terrestrial Snails,Stygobromus exilis,central Kentucky cave amphipod,G3G4,S1,,,,,,,,,,,
2003,Terrestrial Snails,Stygobromus inexpectatus,a cave obligate amphipod,G1G2,S1S2,,,,,,,,,,,
2003,Terrestrial Snails,Stygobromus smithi,Alabama well amphipod,G2G3,S1,,,,,,,,,,,
2003,Terrestrial Snails,Stygobromus vitreus,an amphipod,G3G4,S3,,,,,,,,,,,
2003,Crayfish and Shrimp,Palaemonias alabamae,Alabama cave shrimp,G1,S1,LE,SP,,,,,,,,,
2003,Crayfish and Shrimp,Palaemonias sp.1,Tuscumbia cave shrimp,G1,S1,,,,,,,,,,,
2003,Crayfish and Shrimp,Cambarellus diminutus,least crayfish,G3,S3,,,,,,,,,,,
2003,Crayfish and Shrimp,Cambarellus lesliei,a crayfish,G3,S3,,,,,,,,,,,
2003,Crayfish and Shrimp,Cambarellus schmitti,a crayfish,G3,S2S3,,,,,,,,,,,
2003,Crayfish and Shrimp,Cambarus acanthura,a crayfish,G4,S2,,,,,,,,,,,
2003,Crayfish and Shrimp,Cambarus cracens,a crayfish,G1,S1,,,,,,,,,,,
2003,Crayfish and Shrimp,Cambarus englishi,a crayfish,G3,S3,,,,,,,,,,,
2003,Crayfish and Shrimp,Cambarus graysoni,a crayfish,G5,S3,,,,,,,,,,,
2003,Crayfish and Shrimp,Cambarus halli,a crayfish,G3G4,S3,,,,,,,,,,,
2003,Crayfish and Shrimp,Cambarus hamulatus,cave crayfish,G2G3,S2,,,,,,,,,,,
2003,Crayfish and Shrimp,Cambarus howardi,Chattahoochee crayfish,G3,S3,,,,,,,,,,,
2003,Crayfish and Shrimp,Cambarus jonesi,Alabama cave crayfish,G2,S2,,,,,,,,,,,
2003,Crayfish and Shrimp,Cambarus ludovicianus,a crayfish,G5,S2,,,,,,,,,,,
2003,Crayfish and Shrimp,Cambarus manningi,a crayfish,G4,S2,,,,,,,,,,,
2003,Crayfish and Shrimp,Cambarus miltus,rusty grave digger,G2,S1,,,,,,,,,,,
2003,Crayfish and Shrimp,Cambarus scotti,a crayfish,G3,SR,,,,,,,,,,,
2003,Crayfish and Shrimp,Cambarus unestami,a crayfish,G2,S2,,,,,,,,,,,
2003,Crayfish and Shrimp,Cambarus veitchorum,White Spring Cave crayfish,G1,S1,,,,,,,,,,,
2003,Crayfish and Shrimp,Fallicambarus burrisi,a crayfish,G3,S3,,,,,,,,,,,
2003,Crayfish and Shrimp,Fallicambarus byersi,lavender burrowing crayfish,G4,S3?,,,,,,,,,,,
2003,Crayfish and Shrimp,Fallicambarus danielae,speckled burrowing crayfish,G2,S1,,,,,,,,,,,
2003,Crayfish and Shrimp,Orconectes australis australis,a crayfish,G4T4,S3,,,,,,,,,,,
2003,Crayfish and Shrimp,Orconectes cooperi,a crayfish,G1,S1,,,,,,,,,,,
2003,Crayfish and Shrimp,Orconectes holti,a crayfish,G3,S3,,,,,,,,,,,
2003,Crayfish and Shrimp,Orconectes lancifer,a crayfish,G5,S1,,,,,,,,,,,
2003,Crayfish and Shrimp,Orconectes mirus,a crayfish,G3G4,S3S4,,,,,,,,,,,
2003,Crayfish and Shrimp,Orconectes mississippiensis,a crayfish,G2G3,S2S3,,,,,,,,,,,
2003,Crayfish and Shrimp,Orconectes sheltae,Shelta cave crayfish,G1,S1,,,,,,,,,,,
2003,Crayfish and Shrimp,Procambarus bivittatus,ribbon crayfish,G4,S3S4,,,,,,,,,,,
2003,Crayfish and Shrimp,Procambarus capillatus,a crayfish,G4,S3,,,,,,,,,,,
2003,Crayfish and Shrimp,Procambarus clemmeri,a crayfish,G5,S3,,,,,,,,,,,
