YEAR,CLASS,Scientific Name,Common Name,"Global
Rank","State
Rank","Federal
Status","State
Status","SWAP
Status",
2020,Insects,Atheta lucifuga,light shunning rove beetle,G4,S2,,,,
2020,Insects,Atrytone arogos arogos,arogos skipper,G3T1T2,SH,,,,
2020,Insects,Autochton cellus,golden-banded skipper,G4,S2,,,,
2020,Insects,Baetisca becki,a mayfly,G2G3,S1,,,,
2020,Insects,Batriasymmodes spelaeus,a cave obligate beetle,G3G4,S3,,,,
2020,Insects,Batriasymmodes troglodytes,a beetle7,G1G2,S1,,,,
2020,Insects,Batrisodes cavernosus,a cave obligate beetle7,G1,S1,,,,
2020,Insects,Batrisodes jocuvestus,a cave obligate beetle7,G1,S1,,,,
2020,Insects,Batrisodes jonesi,a cave obligate beetle7,G2G3,S2S3,,,,
2020,Insects,Batrisodes lineaticollis,a beetle,GNR,S1,,,,
2020,Insects,Batrisodes profundus,a cave obligate beetle7,G1G2,S1S2,,,,
2020,Insects,Batrisodes specus,a cave obligate beetle,G3G4,S2,,,,
2020,Insects,Batrisodes subterraneus,a cave obligate beetle,G1,S1,,,,
2020,Insects,Batrisodes tumoris,a beetle7,G1,S1,,,,
2020,Insects,Batrisodes valentinei,a cave obligate beetle,G2G4,S2,,,,
2020,Insects,Beloneuria jamesae,Cheaha beloneurian stonefly7,G1G2,S1S2,,,,
2020,Insects,Callophrys hesseli,Hessel's hairstreak,G3G4,SNR,,,,
2020,Insects,Callophrys irus,frosted elfin,G3,SU,,,,
2020,Insects,Catops gratiosa,a beetle,GNR,S2,,,,
2020,Insects,Ceuthophilus latens,a camel cricket,GNR,S1,,,,
2020,Insects,Ceuthophilus stygius,a cricket,GNR,S2,,,,
2020,Insects,Chlosyne gorgone gorgone,gorgone checkerspot,G5T2T3Q,S1,,,,
2020,Insects,Cicindela blanda,sandbar tiger beetle,G3G4,SNR,,,,
2020,Insects,Cicindela dorsalis saulcyi,eastern beach tiger beetle,"G3G4T
2T3",SNR,,,,
2020,Insects,Cicindela hamata lacerata,coastal tiger beetle,G5T5,SNR,,,,
2020,Insects,Cicindela lepida,ghost tiger beetle,G4,SNR,,,,
2020,Insects,Cicindela marginipennis,cobblestone tiger beetle,G2,S1,UR,,,
2020,Insects,Cicindela nigrior,autumn tiger beetle,G2G4,S3,,,,
2020,Insects,Cicindela wapleri,white sand tiger beetle,G3G4,SNR,,,,
2020,Insects,Cordulegaster obliqua  fasciata,banded spiketail,G4T3Q,S3?,,,,
2020,Insects,Dicranopselaphus variegatus,variegated false water penny beetle,G1G3,S1S3,,,,
2020,Insects,Dolania americana,American sand burrowing mayfly,G4,S1,,,,
2020,Insects,Dryobius sexnotatus,six-banded longhorn beetle,GNR,SH,,,,
2020,Insects,Enodia creola,Creole pearly eye,G3G4,SU,,,,
2020,Insects,Epitheca spinosa,robust baskettail,G4,S2S3,,,,
2020,Insects,Euhadenoecus putaneus,a cave cricket,GNR,S1,,,,
2020,Insects,Euphyes arpa,palmetto skipper,G3G4,SNR,,,,
2020,Insects,Euphyes dukesi dukesi,Dukes' skipper,G3T3,SNR,,,,
2020,Insects,Euphyes pilatka,palatka skipper,G3G4,S3S4,,,,
2020,Insects,Feniseca tarquinius,harvester,G4,SU,,,,
2020,Insects,Gomphus consanguis,Cherokee clubtail,G3,S1S2,UR,,,
2020,Insects,Gomphus crassus,handsome clubtail,G3G4,S3,,,,
2020,Insects,Gomphus geminatus,twin-striped clubtail,G3G4,S2,,,,
2020,Insects,Gomphus hodgesi,Hodges' clubtail,G3,S3?,,,,
2020,Insects,Gomphus hybridus,cocoa clubtail,G4,S3S4,,,,
2020,Insects,Gomphus modestus,Gulf Coast clubtail,G3G4,S3?,,,,
2020,Insects,Gomphus quadricolor,rapids clubtail,G3G4,S1,,,,
2020,Insects,Gomphus septima,Septima's clubtail,G2,S1S2,UR,,,
2020,Insects,Gomphus viridifrons,green-faced clubtail,G3G4,S3?,,,,
2020,Insects,Hemileuca maia maia,Coastal Barrens buckmoth,G5T5,SNR,,,,
2020,Insects,Hesperia meskei,Meske's skipper,G2G4,S3?,,,,
2020,Insects,Heterosternuta folkertsi,Folkerts' hydroporus diving beetle,G1G3,S1S2,,,,
2020,Insects,Homoeoneuria cahabensis,Cahaba sand-filtering mayfly,G2G3,S1S2,,,,
2020,Insects,Isonychia berneri,a mayfly,G2G3,SNR,,,,
2020,Insects,Laccophilus schwarzi,Schwarz' diving beetle,GNR,SNR,,,,
2020,Insects,Lesteva pallipes,a beetle,GNR,S1,,,,
2020,Insects,Macromia margarita,mountain river cruiser,G3,SNR,,,,
2020,Insects,Nannothemis bella,elfin skimmer,G4,SNR,,,,
2020,Insects,Neonympha areolata,Georgia satyr,G3G4,SU,,,,
2020,Insects,Neonympha mitchellii,Mitchell’s satyr,G2,S1S2,LE,SP,P1,
2020,Insects,Neurocordulia molesta,smoky shadowdragon,G4,S3,,,,
2020,Insects,Nicrophorus americanus,American burying beetle,G2G3,SH,"LE, PT",SP,EX,
2020,Insects,Onthophagus polyphemi,"onthophagus tortoise commensal
scarab beetle",GNR,SNR,,,,
2020,Insects,Ophiogomphus acuminatus,acuminate snaketail,G3,S1S2,,,,
2020,Insects,Ophiogomphus incurvatus alleghaniensis,Allegheny snaketail,G3T2T3,S1S2,UR,,,
2020,Insects,Ophiogomphus mainensis,Maine snaketail,G4,SNR,,,,
2020,Insects,Pieris virginiensis,West Virginia white,G3?,SNR,,,,
2020,Insects,Problema byssus,byssus skipper,G3G4,S2S3,,,,
2020,Insects,Progomphus bellei,Belle's sanddragon,G3,SH,,,,
2020,Insects,Pseudanophthalmus alabamae,a ground beetle,G2,S2,,,,
2020,Insects,Pseudanophthalmus alladini,a cave obligate beetle,G3G4,S2,,,,
2020,Insects,Pseudanophthalmus assimilis,West Wills Valley cave beetle,G1G2,S1,,,,
2020,Insects,Pseudanophthalmus distinguens,a ground beetle,G1G2,S1,,,,
2020,Insects,Pseudanophthalmus fluviatilis,a cave obligate beetle,G3,S2,,,,
2020,Insects,Pseudanophthalmus lodingi,a ground beetle,G1G2,S1S2,,,,
2020,Insects,Pseudanophthalmus meridionalis,a cave obligate beetle,G2,S2,,,,
2020,Insects,Pseudanophthalmus nickajackensis,Nickajack Cave beetle,G1,S1,,,,
2020,Insects,Pseudanophthalmus profundus,a cave obligate beetle,G2,S2,,,,
2020,Insects,Pseudanophthalmus sequoyah,Sequoyah cave beetle7,G1,S1,,,,
2020,Insects,Pseudanophthalmus steevesi,a cave obligate beetle7,G1G2,S1S2,,,,
2020,Insects,Ptomaphagus cavernicola,a cave carrion beetle,G4,S1,,,,
2020,Insects,Ptomaphagus chromolithus,a cave obligate beetle,G2G3,S2,,,,
2020,Insects,Ptomaphagus episcopus,a cave obligate beetle7,G1G2,S1S2,,,,
2020,Insects,Ptomaphagus hatchi,a cave obligate beetle,G3,S3,,,,
2020,Insects,Ptomaphagus hazelae,a cave obligate beetle7,G1G2,S1S2,,,,
2020,Insects,Ptomaphagus julius,a cave obligate beetle7,G1G2,S1S2,,,,
2020,Insects,Ptomaphagus laticornis,a cave obligate beetle7,G1G2,S1,,,,
2020,Insects,Ptomaphagus lodingi,a cave obligate beetle7,G1G2,S1S2,,,,
2020,Insects,Ptomaphagus longicornis,a cave obligate beetle7,G3G4,S2,,,,
2020,Insects,Ptomaphagus solanum,a cave obligate beetle7,G1,S1,,,,
2020,Insects,Ptomaphagus torodei,a cave obligate beetle7,G1G2,S1S2,,,,
2020,Insects,Ptomaphagus valentinei,a cave obligate beetle7,G3G4,S2,,,,
2020,Insects,Ptomaphagus walteri,a cave obligate beetle7,G1G2,S1S2,,,,
2020,Insects,Ptomaphagus whiteselli,a cave obligate beetle,G2G3,S1,,,,
2020,Insects,Pyreferra ceromatica,anointed sallow moth,GU,SU,,,,
2020,Insects,Quedius erythrogaster,a beetle,GNR,S3,,,,
2020,Insects,Quedius fulgidis,a beetle,GNR,S1,,,,
2020,Insects,Rhadine caudata,a ground beetle,G3,S2,,,,
2020,Insects,Rhadine larvalis,a beetle,GNR,S1,,,,
2020,Insects,Rymosia triangularis,a fungus gnat,GNR,S1,,,,
2020,Insects,Satyrium kingi,King's hairstreak,G3G4,S2S3,,,,
2020,Insects,Scoliopteryx libatrix,a moth,G5,S2,,,,
2020,Insects,Serratella frisoni,Frison's serratellan mayfly,G4,SH,,,,
2020,Insects,Somatochlora calverti,Calvert's emerald,G3,S1S2,UR,,,
2020,Insects,Somatochlora georgiana,coppery emerald,G3G4,S3S4,,,,
2020,Insects,Somatochlora hineana,Hine's emerald,G2G3,SH,LE,SP,P1,
2020,Insects,Somatochlora provocans,treetop emerald,G4,S3S4,,,,
2020,Insects,Spanglerogyrus albiventris,primitive whirligig beetle,G1G3,S1S2,,,,
2020,Insects,Speleobama vana,a cave obligate beetle7,G1,S1,,,,
2020,Insects,Speleochus croceus,a cave obligate beetle7,G1G2,S1S2,,,,
2020,Insects,Speleochus stygicus,a cave obligate beetle7,G1G2,S1S2,,,,
2020,Insects,Speleochus synstygicus,a cave obligate beetle7,G1,S1,,,,
2020,Insects,Spelobia tenebrarum,a cave obligate fly,G5,S2,,,,
2020,Insects,Speyeria diana,Diana,G3G4,S2,,,,
2020,Insects,Stenelmis gammon,Gammon's stenelmis riffle beetle,G1G3,S1S2,,,,
2020,Insects,Stylurus laurae,Laura's clubtail,G4,SH,,,,
2020,Insects,Stylurus notatus,elusive clubtail,G3,SH,,,,
2020,Insects,Stylurus townesi,Townes' clubtail,G3,S1S2,,,,
2020,Insects,Subterrochus eurous,a cave obligate beetle7,G2G3,S1,,,,
2020,Insects,Subterrochus ferus,a cave obligate beetle,G1G2,S1S2,,,,
2020,Insects,Subterrochus steevesi,a cave obligate beetle,G4,SNR,,,,
2020,Insects,Tmesiphorus costalis,a beetle,GNR,SNR,,,,
2020,Insects,Tychobythinus jonesi,a cave obligate beetle7,G1G2,S1S2,,,,
2020,Isopods,Caecidotea alabamensis,a cave obligate isopod,G3G4,S1S2,,,,
2020,Isopods,Caecidotea bicrenata bicrenata,a cave obligate isopod,G5T3T4,SNR,,,,
2020,Isopods,Caecidotea richardsonae,Tennessee valley cave isopod,G5,SNR,,,,
2020,Isopods,Miktoniscus medcofi,a cave isopod,GNR,SNR,,,,
2020,Mammals,Bos bison,American bison,G4,SX,,EX,,
2020,Mammals,Canis rufus,red wolf,G1Q,SX,LE13,GANOS,EX,
2020,Mammals,Cervus elaphus,elk,G5,SX,,EX,,
2020,Mammals,Corynorhinus rafinesquii,Rafinesque’s big-eared bat,G3G4,S2,,SP,P1,
2020,Mammals,Geomys pinetis,southeastern pocket gopher,G5,S3,,SP,P2,
2020,Mammals,Lasiurus intermedius,northern yellow bat,G4G5,S1,,SP,P2,
2020,Mammals,Microtus ochrogaster,prairie vole,G5,S2,,,,
2020,Mammals,Mustela frenata,long-tailed weasel,G5,S3,,SP,P2,
2020,Mammals,Myotis austroriparius,southeastern myotis,G3G4,S2,,SP,P1,
2020,Mammals,Myotis grisescens,gray myotis,G3,S2,LE,SP,P1,
2020,Mammals,Myotis leibii,eastern small-footed myotis,G1G3,SNA 11,,,P1,
2020,Mammals,Myotis lucifugus,little brown myotis,G3,S3,,SP,P1,
2020,Mammals,Myotis septentrionalis,northern myotis,G2G3,S2,LT,SP,P1,
2020,Mammals,Myotis sodalis,Indiana bat,G2,S2,LE,SP,P1,
2020,Mammals,Neotoma magister,Allegheny woodrat,G3G4,S3,,P2,,
2020,Mammals,Perimyotis subflavus,tri-colored bat,G3,S3,UR,P2,,
2020,Mammals,"Peromyscus polionotus
trissyllepsis",Perdido key beach mouse,G5T1,S1,LE,SP,P1,
2020,Mammals,Peromyscus polionotus ammobates,Alabama beach mouse8,G5T1,S1,LE,SP,P1,
2020,Mammals,Puma concolor,cougar,G5,SX,LE12,GANOS,EX,
2020,Mammals,Sorex fumeus,smoky shrew,G5,S1,,SP,P2,
2020,Mammals,Sorex hoyi,American pygmy shrew,G5,S1,,SP,P2,
2020,Mammals,Spilogale putorius,eastern spotted skunk,G4,S2S3,,SP,P2,
2020,Mammals,Sylvilagus obscurus,Appalachian cottontail,G4,S1,,GA,P2,
2020,Mammals,Sylvilagus palustris,marsh rabbit,G5,S3,,GA,P2,
2020,Mammals,Tadarida brasiliensis,Brazilian free-tailed bat,G5,S3,,P2,,
2020,Mammals,Trichechus manatus,West Indian manatee,G2,S1,LT,SP,P1,
2020,Mammals,Ursus americanus,black bear,G5,S2,,SP14,P1,
2020,Mammals,Zapus hudsonius,meadow jumping mouse,G5,S1,,SP,P2,
2020,Millipedes,Ameractis satis,a cave obligate millipede,G2G4,SNR,,,,
2020,Millipedes,Pseudotremia eburnea,a cave obligate millipede,G2G4,SNR,,,,
2020,Millipedes,Pseudotremia minos,a cave obligate millipede,G1,S1,,,,
2020,Millipedes,Pseudotremia nyx,a cave obligate millipede7,G1,S1,,,,
2020,Millipedes,Pseudotremia rhadamanthus,a cave obligate millipede,G1G2,SNR,,,,
2020,Millipedes,Scoterpes austrinus austrinus,a cave obligate millipede,G3G4T3T4,SNR,,,,
2020,Monocots,Allium speculae,Little River Canyon onion,G2,S2,,,,
2020,Monocots,Allium tricoccum,wild leek,G5,S1,,,,
2020,Monocots,Amphicarpum muehlenbergianum,blue maiden-cane,G4,S1,,,,
2020,Monocots,Andropogon arctatus,pine-woods bluestem,G3,S1,,,,
2020,Monocots,Andropogon perangustatus,Elliott’s beardgrass,G5T4,S1,,,,
2020,Monocots,Andropogon virginicus var. glaucus,beardgrass,G4T4T5,S2,,,,
2020,Monocots,Aplectrum hyemale,puttyroot,G5,S2,,,,
2020,Monocots,Aristida mohrii,Mohr’s three-awn grass,G1,S1,,,,
2020,Monocots,Aristida simpliciflora,southern three-awned grass,G3G4,S1,,,,
2020,Monocots,Aristida spiciformis,pine barren three-awned grass,G4,S1,,,,
2020,Monocots,Bolboschoenus fluviatilis,river bulrush,G5,S1,,,,
2020,Monocots,Bulbostylis warei,Ware's hairsedge,G3G4,S1,,,,
2020,Monocots,Calamovilfa arcuata,Cumberland sandgrass,G2G3,S1,UR,,,
2020,Monocots,Calopogon barbatus,bearded grass-pink,G4?,S1,,,,
2020,Monocots,Calopogon multiflorus,many-flowered grass-pink,G2G3,S1,,,,
2020,Monocots,Calopogon oklahomensis,Oklahoma grass-pink,G3,S1,,,,
2020,Monocots,Canna flaccida,bandana-of-the-Everglades,G4?,S1,,,,
2020,Monocots,Carex acidicola,a sedge,G2G3,S1,,,,
2020,Monocots,Carex aggregata,glomerate sedge,G5,S1,,,,
2020,Monocots,Carex austrocaroliniana,South Carolina sedge,G4,S2?,,,,
2020,Monocots,Carex baltzellii,Baltzell's sedge,G3,S1,,,,
2020,Monocots,Carex barrattii,Barratt's sedge,G4,S1,,,,
2020,Monocots,Carex brysonii,Bryson's sedge7,G1,S1,UR,,,
2020,Monocots,Carex decomposita,cypress-knee sedge,G3G4,S2,,,,
2020,Monocots,Carex eburnea,ebony sedge,G5,S2,,,,
2020,Monocots,Carex exilis,coast sedge,G5,S1,,,,
2020,Monocots,Carex fissa var. aristata,hammock sedge,G4?T4?,S1,,,,
2020,Monocots,Carex godfreyi,Godfrey's sedge,G3G4,S2,,,,
2020,Monocots,Carex impressinervia,impressed-nerved sedge,G2,S1,UR,,,
2020,Monocots,Carex purpurifera,purple sedge,G4?,S2,,,,
2020,Monocots,Carex socialis,social sedge,G4,S2,,,,
2020,Monocots,Carex striata,Walter's sedge,G4G5,S1,,,,
2020,Monocots,Carex thornei,a sedge,G2G3,S1,,,,
2020,Monocots,Carex vestita,velvety sedge,G5,S1,,,,
2020,Monocots,Chasmanthium nitidum,shiny spikegrass,G3G4,S1,,,,
2020,Monocots,Cladium mariscoides,twig rush,G5,S1,,,,
2020,Monocots,Coelorachis tessellata,Lattion jointgrass,G5,S1,,,,
2020,Monocots,Coelorachis tuberculosa,Florida jointgrass,G3,S1,,,,
2020,Monocots,Corallorhiza wisteriana,spring coralroot,G5,S2,,,,
2020,Monocots,Cyperus granitophilus,granite-loving flatsedge,G3G4Q,S2,,,,
2020,Monocots,Cyperus tetragonus,Four-angle flatsedge,G4?,S1,,,,
2020,Monocots,Cypripedium candidum,small white lady's-slipper,G4,S1,,,,
2020,Monocots,Cypripedium kentuckiense,southern lady’s-slipper,G3,S1,,,,
2020,Monocots,Diarrhena americana,American beakgrain,G4G5,S2,,,,
2020,Monocots,Echinodorus parvulus,dwarf burhead,G3Q,S1,,,,
2020,Monocots,Eleocharis melanocarpa,black-fruited spike-rush,G4,S1,,,,
2020,Monocots,Eleocharis olivacea,capitate spikerush,G5,S1,,,,
2020,Monocots,Eleocharis robbinsii,Robbins' spikerush,G4G5,S1,,,,
2020,Monocots,Eleocharis rostellata,beaked spikerush,G5,S1,,,,
2020,Monocots,Eleocharis wolfii,Wolf's spikerush,G3G5,S1,,,,
2020,Monocots,Elodea canadensis,broad waterweed,G5,S1,,,,
2020,Monocots,Elymus churchii,Church’s wildrye,G2G3,S1,,,,
2020,Monocots,Epidendrum magnoliae,green-fly orchid,G4,S3,,,,
2020,Monocots,Eriocaulon aquaticum,seven-angled pipewort,G5,SH,,,,
2020,Monocots,Eriocaulon lineare,narrow pipewort,G4,S2,,,,
2020,Monocots,Eriocaulon texense,Texas pipewort,G4,S2,,,,
2020,Monocots,Erythronium         umbilicatum         ssp. monostolum,dimpled trout lily,G5T3,S1,,,,
2020,Monocots,Erythronium albidum,white trout lily,G5,S1S2,,,,
2020,Monocots,Eustachys floridana,two-spike finger grass,G2?,S1,,,,
2020,Monocots,Fimbristylis brevivaginata,glade fimbristylis,G2,S1,,,,
2020,Monocots,Fimbristylis perpusilla,Harper’s fimbry,G2,S1,,,,
2020,Monocots,Habenaria quinqueseta var. quinqueseta,Michaux's orchid,G4G5T4?,S1,,,,
2020,Monocots,Hymenocallis choctawensis,panhandle spider-lily,G3G4,S1,,,,
2020,Monocots,Hymenocallis coronaria,shoals spider-lily,G2Q,S2,,,,
2020,Monocots,Isotria verticillata,large whorled pogonia,G5,S2,,,,
2020,Monocots,Juncus georgianus,Georgia rush,G4,S1,,,,
2020,Monocots,Juncus gymnocarpus,naked-fruited rush,G4,S2,,,,
2020,Monocots,Juncus interior var. interior,inland rush,G4T4Q,S1,,,,
2020,Monocots,Juncus nodatus,stout rush,G5,S1,,,,
2020,Monocots,Lachnocaulon digynum,pineland bogbutton,G3,S2,,,,
2020,Monocots,Lachnocaulon engleri,Engler's bogbutton,G3,S1,,,,
2020,Monocots,Lachnocaulon minus,Small's bog-button,G3G4,S1?,,,,
2020,Monocots,Lilium canadense,Canada lily,G5,S2,,,,
2020,Monocots,Lilium iridollae,panhandle lily,G2,S1,,,,
2020,Monocots,Lilium michiganense,Michigan lily,G5,S1,,,,
2020,Monocots,Lilium superbum,Turk's-cap lily,G5,S3,,,,
2020,Monocots,Liparis liliifolia,lily-leaved twayblade,G5,S1,,,,
2020,Monocots,Liparis loeselii,Loesel's twayblade,G5,S1?,,,,
2020,Monocots,Luziola bahiensis,Brazilian luziola,G4G5,S1,,,,
2020,Monocots,Melica nitens,three-flower melic grass,G5,S1,,,,
2020,Monocots,Muhlenbergia sobolifera,cliff muhly,G5,S1,,,,
2020,Monocots,Najas gracillima,thread-like naiad,G5?,S1,,,,
2020,Monocots,Nemastylis geminiflora,prairie pleatleaf,G4,S1,,,,
2020,Monocots,Orthochilus ecristatus,crestless eulophia,G2,S1,,,,
2020,Monocots,Panicum lithophilum,Swallen’s panic-grass,G2G3Q,S1,,,,
2020,Monocots,Panicum nudicaule,naked-stemmed panic grass,G3Q,S2,,,,
2020,Monocots,Peltandra sagittifolia,spoon-flower,G3G4,S2,,,,
2020,Monocots,Platanthera blephariglottis var. conspicua,large white fringed orchid,G4G5T3T4,S1S2,,,,
2020,Monocots,Platanthera integra,yellow fringeless orchid,G3G4,S2,,,,
2020,Monocots,Platanthera integrilabia,white fringeless orchid,G2G3,S2,LT,,,
2020,Monocots,Platanthera lacera,green-fringed orchid,G5,S2,,,,
2020,Monocots,Platanthera nivea,snowy orchis,G5,S2,,,,
2020,Monocots,Platanthera peramoena,purple fringeless orchid,G5,S1,,,,
2020,Monocots,Pleea tenuifolia,rush false-asphodel,G4,S1S2,,,,
2020,Monocots,Prosartes maculata,spotted mandarin,G3G4,S1,,,,
2020,Monocots,Rhynchospora alba,white beakrush,G5,S1,,,,
2020,Monocots,Rhynchospora capillacea,horned beakrush,G4,S1,,,,
2020,Monocots,Rhynchospora crinipes,hairy-peduncled beakrush,G2,S1,UR,,,
2020,Monocots,Rhynchospora fernaldii,Fernald's beak rush,G3G4,S1,,,,
2020,Monocots,Rhynchospora globularis var. saxicola,Stone Mountain beakrush,G3Q,S1,,,,
2020,Monocots,Rhynchospora harperi,Harper’s beakrush,G4?,S1,,,,
2020,Monocots,Rhynchospora macra,southern white beak rush,G3,S1,,,,
2020,Monocots,Rhynchospora pleiantha,brown beakrush,G2G3,S1,,,,
2020,Monocots,Rhynchospora stenophylla,Chapman beakrush,G4,S2,,,,
2020,Monocots,Rhynchospora thornei,Thorne's beakrush,G3,S1,UR,,,
2020,Monocots,Rhynchospora tracyi,Tracy's beak rush,G4,S1,,,,
2020,Monocots,Sagittaria isoetiformis,slender arrow-head,G4?,S2,,,,
2020,Monocots,Sagittaria secundifolia,Little River arrow-head,G1,S1,LT,,,
2020,Monocots,Schizachyrium maritimum,Gulf bluestem,G3G4Q,S1,,,,
2020,Monocots,Schizachyrium scoparium ssp. divergens,eastern little bluestem,G5T5,SH,,,,
2020,Monocots,Schoenolirion croceum,yellow sunnybell,G4,S2,,,,
2020,Monocots,Schoenolirion wrightii,Texas sunnybell,G3,S1,,,,
2020,Monocots,Schoenoplectus subterminalis,water bulrush,G4G5,S1,,,,
2020,Monocots,Spiranthes brevilabris,Texas ladies’-tresses,G1G2,SH,,,,
2020,Monocots,Spiranthes longilabris,giant spiral ladies’-tresses,G3,S1,,,,
2020,Monocots,Spiranthes lucida,shining ladies’-tresses,G5,S1,,,,
2020,Monocots,Sporobolus curtissii,pineland dropseed,G3,S1,,,,
2020,Monocots,Sporobolus floridanus,Florida dropseed,G3,S1,,,,
2020,Monocots,Sporobolus teretifolius,wire-leaved dropseed,G2,S1,UR,,,
2020,Monocots,Stenanthium leimanthoides,Pine Barren Deathcamas,G4Q,S1,,,,
2020,Monocots,Thalia dealbata,powdery thalia,G4,S1,,,,
2020,Monocots,Tradescantia ernestiana,Ernest’s spiderwort,G3,S1,,,,
2020,Monocots,Tridens carolinianus,Carolina fluff grass,G3G4,S1,,,,
2020,Monocots,Trillium flexipes,nodding trillium,G5,S2S3,,,,
2020,Monocots,Trillium grandiflorum,large-flowered trillium,G5,S1,,,,
2020,Monocots,Trillium lancifolium,narrow-leaved trillium,G3,S2S3,,,,
2020,Monocots,Trillium pusillum var. ozarkanum,Alabama least trillium,G3T2Q,S2,,,,
2020,Monocots,Trillium recurvatum,prairie trillium,G5,S2,,,,
2020,Monocots,Trillium reliquum,relict trillium,G3,S2,LE,,,
2020,Monocots,Trillium rugelii,southern nodding trillium,G3,S2?,,,,
2020,Monocots,Trillium sessile,toadshade,G4G5,S2,,,,
2020,Monocots,Trillium sulcatum,southern red trillium,G4,S1,,,,
2020,Monocots,Trillium vaseyi,Vasey's trillium,G4,S1,,,,
2020,Monocots,Veratrum hybridum,broadleaf bunchflower,G5,S1,,,,
2020,Monocots,Veratrum parviflorum,small-flowered false hellebore,G4?,S1S2,,,,
2020,Monocots,Veratrum woodii,wood's false hellebore,G5,S1,,,,
2020,Monocots,Xerophyllum asphodeloides,turkeybeard,G4,S1,,,,
2020,Monocots,Xyris chapmanii,Chapman’s yellow-eyed grass,G3,S1,,,,
2020,Monocots,Xyris drummondii,Drummond's yellow-eyed grass,G3,S3,,,,
2020,Monocots,Xyris isoetifolia,quillwort yellow-eyed grass,G1,SH,,,,
2020,Monocots,Xyris longisepala,Kral's yellow-eyed grass,G2G3,S1,UR,,,
2020,Monocots,Xyris scabrifolia,Harper's yellow-eyed grass,G3,S1S2,,,,
2020,Monocots,Xyris serotina,acid-swamp yellow-eyed grass,G3G4,S1,,,,
2020,Monocots,Xyris spathifolia,a yellow-eyed grass7,G1,S1,,,,
2020,Monocots,Xyris tennesseensis,Tennessee yellow-eyed grass,G2,S1,LE,,,
2020,Non-Vascular Plants,Archidium tenerrimum,large-spored moss,G5?,S1?,,,,
2020,Non-Vascular Plants,Brachymenium macrocarpon,tree moss,GNRQ,S1?,,,,
2020,Non-Vascular Plants,Bryoxiphium norvegicum,sword moss,G5?,S1,,,,
2020,Non-Vascular Plants,Cheilolejeunea evansii,liverwort,G1G2,S1,,,,
2020,Non-Vascular Plants,Cololejeunea ornata,liverwort,G2G4,S1,,,,
2020,Non-Vascular Plants,Dichodontium pellucidum,a moss,G4G5,S1,,,,
2020,Non-Vascular Plants,Fissidens hyalinus,filmy fissidens,GNR,S1,,,,
2020,Non-Vascular Plants,Fissidens kegelianus,fan moss,GNRQ,S1?,,,,
2020,Non-Vascular Plants,Fissidens neonii,moss,G2?,S1?,,,,
2020,Non-Vascular Plants,Fontinalis welchiana,difficult moss,GU,S1?,,,,
2020,Non-Vascular Plants,Frullania riparia,liverwort,G4G5,S1?,,,,
2020,Non-Vascular Plants,Homaliadelphus sharpii,liverwort,GNR,S1,,,,
2020,Non-Vascular Plants,Lejeunea blomquistii,liverwort,GNR,S1,,,,
2020,Non-Vascular Plants,Lejeunea cardoti,liverwort,G3,S1,,,,
2020,Non-Vascular Plants,Myurella siberica,liverwort,GNR,S1,,,,
2020,Non-Vascular Plants,Schistidium rivulare,streamside schistidium  moss,G4G5,S2?,,,,
2020,Non-Vascular Plants,Syrrhopodon prolifer,moss,G5,S1,,,,
2020,Non-Vascular Plants,Tortula rhizophylla,moss,G3G5,S1,,,,
2020,Non-Vascular Plants,Trichostomum crispulum,moss,G4G5,S2,,,,
2020,Reptiles,Apalone ferox,Florida Softshell,G5,S2,,RT,,
2020,Reptiles,Caretta caretta,Loggerhead Sea Turtle,G3,S1,LT,SP,P1,
2020,Reptiles,Chelonia mydas,Green Sea Turtle,G3,S1,LT24,SP,P1,
2020,Reptiles,Coluber flagellum,Coachwhip,G5,S3,,SP,,
2020,Reptiles,Crotalus adamanteus,Eastern Diamond-Backed Rattlesnake,G4,S3,UR,P2,,
2020,Reptiles,Deirochelys reticularia,Chicken Turtle,G5,S3,,,,
2020,Reptiles,Dermochelys coriacea,Leatherback Sea Turtle,G2,SNA,LE,SP,P1,
2020,Reptiles,Drymarchon couperi,Eastern Indigo Snake,G3,S1,LT,SP,P1,
2020,Reptiles,Farancia erytrogramma,Rainbow Snake,G4,S3,,SP,P1,
2020,Reptiles,Gopherus polyphemus,Gopher Tortoise,G3,S3,"LT, C28",SP,P2,
2020,Reptiles,Graptemys barbouri,Barbour’s Map Turtle,G2,S2,,SP,P2,
2020,Reptiles,Graptemys ernsti,Escambia Map Turtle,G2,S2,UR,SP,P2,
2020,Reptiles,Graptemys geographica,Northern Map Turtle,G5,S3,,,,
2020,Reptiles,Graptemys ouachitensis,Southern Map Turtle,G5,S3,,,,
2020,Reptiles,Graptemys pulchra,Alabama Map Turtle,G4,S3,UR,SP,,
2020,Reptiles,Heterodon simus,Southern Hog-nosed Snake,G2,SH,UR,SP,P1,
2020,Reptiles,Lampropeltis calligaster calligaster,Prairie Kingsnake,G5T5,S1S2,,SP,,
2020,Reptiles,Lampropeltis calligaster rhombomaculata,Mole Kingsnake,G5T5,S3,,,,
2020,Reptiles,Lampropeltis getula,eastern kingsnake,G5,S4,,SP,P2,
2020,Reptiles,Lampropeltis nigra holbrooki,"eastern speckled
kingsnake",G5T5,S3,,SP,P2,
