YEAR,CLASS,Scientific Name,Common Name,"Global
Rank","State
Rank","Federal
Status","State
Status","SWAP
Status",
2020,Dicots,Ludwigia arcuata,pond seedbox,G4G5,S1,,,,
2020,Dicots,Ludwigia spathulata,spathulate seedbox,G2,S1S2,UR,,,
2020,Dicots,Lycium carolinianum,Christmas berry,G4,S1S2,,,,
2020,Dicots,Lygodesmia aphylla,Rose rush,G4G5,S1,,,,
2020,Dicots,Lysimachia fraseri,Fraser's loosestrife,G3,S1,,,,
2020,Dicots,Lysimachia graminea,grass-leaf loosestrife,G1Q,S1,,,,
2020,Dicots,Lysimachia lewisii,Lewis's yellow loosestrife,G2,S1,,,,
2020,Dicots,Macranthera flammea,flame flower,G3,S2,,,,
2020,Dicots,Magnolia fraseri,Fraser's magnolia,G5,S1,,,,
2020,Dicots,Marshallia mohrii,Mohr's Barbara's buttons,G3,S3,LT,,,
2020,Dicots,Matelea alabamensis,Alabama anglepod,G2,S1,,,,
2020,Dicots,Matelea baldwyniana,Baldwin's milkvine,G3,S1,,,,
2020,Dicots,Mikania cordifolia,Florida Keys hempweed,G5,S2,,,,
2020,Dicots,Mirabilis albida,pale umbrella-wort,G5,S2,,,,
2020,Dicots,Mitella diphylla,miterwort,G5,S1,,,,
2020,Dicots,Mitreola angustifolia,narrow-leaf miterwort,G4G5,S1,,,,
2020,Dicots,Monarda clinopodia,basil bee-balm,G5,S2,,,,
2020,Dicots,Monotropsis odorata var. odorata,sweet pinesap,G3T?,S1,,,,
2020,Dicots,Myriophyllum laxum,loose water-milfoil,G3,S2,,,,
2020,Dicots,Nestronia umbellula,nestronia,G4,S3,,,,
2020,Dicots,Neviusia alabamensis,Alabama snow-wreath,G2,S2,,,,
2020,Dicots,Nuphar lutea ssp. ulvacea,west Florida cowlily,G5T2,S1,UR,,,
2020,Dicots,Oenothera heterophylla,vari-leaf evening-primrose,G4,S2,,,,
2020,Dicots,Onosmodium decipiens,Alabama marbleseed7,G2,S2,,,,
2020,Dicots,Onosmodium molle ssp. molle,soft false gromwell,G4G5T3,S2,,,,
2020,Dicots,Onosmodium molle ssp. subsetosum,false gromwell,G4G5T4,S1,,,,
2020,Dicots,Orbexilum lupinellum,lupine scurfpea,G3G4,S1,,,,
2020,Dicots,Orbexilum simplex,single-stemmed scurf-pea,G4G5,S1,,,,
2020,Dicots,Orobanche uniflora,one-flowered broomrape,G5,S2,,,,
2020,Dicots,Oxalis grandis,giant wood-sorrel,G4G5,S1,,,,
2020,Dicots,Pachysandra procumbens,Allegheny-spurge,G4G5,S2S3,,,,
2020,Dicots,Parnassia asarifolia,kidneyleaf grass-of-parnassus,G4,S2,,,,
2020,Dicots,Parnassia grandifolia,large-leaved grass-of-parnassus,G3,S1,,,,
2020,Dicots,Paronychia argyrocoma,Silvery nailwort,G4,S1,,,,
2020,Dicots,Paronychia herniarioides,coastal plain nailwort,G2G4,S1,,,,
2020,Dicots,Paronychia rugelii,Rugel’s nailwort,G2?,S1,,,,
2020,Dicots,Paronychia virginica,yellow nailwort,G4,S2,,,,
2020,Dicots,Paysonia lyrata,lyrate bladderpod7,G1,S1,LT,,,
2020,Dicots,Pediomelum subacaule,Nashville breadroot,G4,S2,,,,
2020,Dicots,Penstemon kralii,Kral’s beardtongue,G2,S1,,,,
2020,Dicots,Penstemon multiflorus,many-flower beardtongue,G4,S1,,,,
2020,Dicots,Penstemon smallii,Small's beardtongue,G3,S1,,,,
2020,Dicots,Phacelia dubia var. georgiana,outcrop small-flower phacelia,G5T3,S2,,,,
2020,Dicots,Phacelia strictiflora var. robbinsii,prairie scorpion-weed,G5T4,S1,,,,
2020,Dicots,Phemeranthus calcaricum,limestone fame-flower,G3,S2,,,,
2020,Dicots,Phemeranthus parviflorum,small-flowered fame-flower,G5,S1,,,,
2020,Dicots,Phemeranthus teretifolium,quill fame-flower,G4,S1,,,,
2020,Dicots,Phlox pulchra,Wherry's phlox7,G1,S1,,,,
2020,Dicots,Phoebanthus tenuifolius,pineland false sunflower,G3,SH,,,,
2020,Dicots,Phyllanthopsis phyllanthoides,maidenbush,G4,S2S3,,,,
2020,Dicots,Physostegia leptophylla,slenderleaf false dragonhead,G4?,SH,,,,
2020,Dicots,Pieris phillyreifolia,climbing fetter-bush,G3,S2,,,,
2020,Dicots,Pilea fontana,springs clearweed,G5,S1,,,,
2020,Dicots,Pinguicula planifolia,Chapman's butterwort,G3?,S1S2,,,,
2020,Dicots,Pinguicula pumila,small butterwort,G4,S1?,,,,
2020,Dicots,Pityopsis oligantha,Coastal-Plain golden-aster,G2G4,S2,,,,
2020,Dicots,Pityopsis pinifolia,golden aster,G4,S1,,,,
2020,Dicots,Plantago cordata,heart-leaved plantain,G4,S2,,,,
2020,Dicots,Polanisia tenuifolia,slenderleaf clammy-weed,G5,S1,,,,
2020,Dicots,Polygala balduinii,white milkwort,G4,S1?,,,,
2020,Dicots,Polygala crenata,crenate milkwort,G4?,S1,,,,
2020,Dicots,Polygala hookeri,Hooker's milkwort,G3,S1S2,,,,
2020,Dicots,Polygala senega var. latifolia,Seneca snakeroot,G4G5T?,S1,,,,
2020,Dicots,Polygonella americana,southern jointweed,G5,S1,,,,
2020,Dicots,Polygonella macrophylla,large-leaved jointweed,G3,S1,,,,
2020,Dicots,Polymnia laevigata,Tennessee leafcup,G3,S2S3,,,,
2020,Dicots,Prenanthes barbata,barbed rattlesnake-root,G3,S1S2,,,,
2020,Dicots,Pterocaulon virgatum,barbed rattlesnake-root,G5,S1,,,,
2020,Dicots,Ptilimnium costatum,eastern bishop-weed,G4,S1,,,,
2020,Dicots,Pycnanthemum curvipes,a mountain-mint,G3,S1?,,,,
2020,Dicots,Pycnanthemum nudum,Coastal Plain mountain mint,G5,S1,,,,
2020,Dicots,Pycnanthemum virginianum,Virginia mountain mint,G5,S1,,,,
2020,Dicots,Pyrularia pubera,buffalo-nut,G5,S2,,,,
2020,Dicots,Quercus arkansana,Arkansas oak,G3,S3,,,,
2020,Dicots,Quercus boyntonii,Boynton's sand post oak,G1,S1,,,,
2020,Dicots,Quercus georgiana,Georgia oak,G3,S2,,,,
2020,Dicots,Quercus macrocarpa,bur oak,G5,S2,,,,
2020,Dicots,Quercus minima,dwarf live oak,G5,S2,,,,
2020,Dicots,Quercus oglethorpensis,Oglethorpe's oak,G3,S1,,,,
2020,Dicots,Quercus similis,bottomland-post oak,G4,S1,,,,
2020,Dicots,Ranunculus flabellaris,yellow water-crowfoot,G5,S1,,,,
2020,Dicots,Ranunculus longirostris,eastern white water crowfoot,G5,S1,,,,
2020,Dicots,Rhamnus lanceolata,lance-leaved buckthorn,G5,S2,,,,
2020,Dicots,Rhexia aristosa,awned meadowbeauty,G3G4,S1,,,,
2020,Dicots,Rhexia parviflora,small-flowered meadowbeauty,G2,S1,UR,,,
2020,Dicots,Rhexia salicifolia,panhandle meadowbeauty,G2,S1,UR,,,
2020,Dicots,Rhododendron austrinum,orange azalea,G3,S2S3,,,,
2020,Dicots,Rhododendron colemanii,Red Hills azalea,G?,S1,,,,
2020,Dicots,Rhododendron cumberlandense,Cumberland azalea,G4?,S2,,,,
2020,Dicots,Rhododendron minus,Carolina rhododendron,G4,S2,,,,
2020,Dicots,Rhododendron prunifolium,plumleaf azalea,G3,S2S3,,,,
2020,Dicots,Rhus typhina,Staghorn Sumac,G5,S1,,,,
2020,Dicots,Ribes curvatum,granite gooseberry,G4,S2,,,,
2020,Dicots,Ribes cynosbati,prickly gooseberry,G5,S1S2,,,,
2020,Dicots,Rubus allegheniensis,Allegheny blackberry,G5,S1,,,,
2020,Dicots,Rudbeckia auriculata,Wand blackroot,G2,S2,UR,,,
2020,Dicots,Rudbeckia heliopsidis,sun-facing coneflower,G2,S2,UR,,,
2020,Dicots,Rudbeckia mollis,soft-hair coneflower,G3G5,S1,,,,
2020,Dicots,Rudbeckia nitida,shiny coneflower,G3,S1,,,,
2020,Dicots,Rudbeckia triloba var. pinnatiloba,pinnate-lobed black-eyed Susan,G5T3,S2S3,,,,
2020,Dicots,Ruellia noctiflora,night-flowering wild-petunia,G2,S1,,,,
2020,Dicots,Sabatia brevifolia,short-leaved pink,G3G4,S1,,,,
2020,Dicots,Sabatia capitata,rose gentian,G2,S2,,,,
2020,Dicots,Sabatia grandiflora,large-flowered pink,G3G4,S1?,,,,
2020,Dicots,Sabatia quadrangula,four-angled pink,G4G5,SH,,,,
2020,Dicots,Sageretia minutiflora,tiny-leaved buckthorn,G4,S1,,,,
2020,Dicots,Salix floridana,Florida willow,G2,S1,UR,,,
2020,Dicots,Sarracenia leucophylla,whitetop pitcher-plant,G3,S3,,,,
2020,Dicots,Sarracenia oreophila,green pitcher-plant,G2,S2,LE,,,
2020,Dicots,Sarracenia rubra ssp. alabamensis,Alabama canebrake pitcher-plant7,G4T1T2,S1S2,LE,,,
2020,Dicots,Sarracenia rubra ssp. wherryi,Wherry's sweet pitcher-plant,G4T3,S3,UR,,,
2020,Dicots,Schisandra glabra,bay starvine,G3,S2,,,,
2020,Dicots,Schwalbea americana,chaffseed,G2G3,S1,LE,,,
2020,Dicots,Scutellaria alabamensis,Alabama skullcap7,G2,S2,,,,
2020,Dicots,Scutellaria glabriuscula,glabrous skullcap,G2?,S1,,,,
2020,Dicots,Sedum nevii,Nevius' stonecrop,G3,S3,,,,
2020,Dicots,Sideroxylon reclinatum,buckthorn,G4G5,S1?,,,,
2020,Dicots,Sideroxylon thornei,swamp buckthorn,G2,S1,UR,,,
2020,Dicots,Silene caroliniana ssp. wherryi,Wherry's catchfly,G5T2T4Q,S2,,,,
2020,Dicots,Silene ovata,ovate catchfly,G3,S2,,,,
2020,Dicots,Silene regia,royal catchfly,G3G4,S2?,,,,
2020,Dicots,Silene rotundifolia,roundleaf catchfly,G4,S1S2,,,,
2020,Dicots,Silphium brachiatum,Cumberland rosinweed,G2G3,S2,,,,
2020,Dicots,Silphium glutinosum,sticky rosinweed7,G2,S2,,,,
2020,Dicots,Silphium mohrii,Mohr's rosinweed,G3?Q,S1,,,,
2020,Dicots,Silphium perplexum,Old Cahaba rosinweed7,G1,S1,,,,
2020,Dicots,Silphium pinnatifidum,prairie-dock,G3Q,S2,,,,
2020,Dicots,Sium floridanum,Florida water-parsnip,G1Q,S1,,,,
2020,Dicots,Solanum carolinense var. hirsutum,horse-nettle,G5T1,S1,,,,
2020,Dicots,Solidago arenicola,southern racemose goldenrod,G2G3,S1,UR,,,
2020,Dicots,Solidago buckleyi,Buckley’s goldenrod,G4,S1,,,,
2020,Dicots,Spigelia alabamensis,Alabama pinkroot7,G1,S1,,,,
2020,Dicots,Spigelia gentianoides,gentian pinkroot,G1,S1,LE,,,
2020,Dicots,Spiraea tomentosa,hardhack,G5,S1,,,,
2020,Dicots,Stachys alabamica,Alabama hedge-nettle,G1,S1,,,,
2020,Dicots,Stachys nelsonii,Nelson's hedge-nettle,G1,S1,,,,
2020,Dicots,Stellaria corei,chickweed,G4,S1,,,,
2020,Dicots,Stellaria fontinalis,water stitchwort,G3,S1,UR,,,
2020,Dicots,Stewartia malacodendron,silky camellia,G4,S2S3,,,,
2020,Dicots,Stewartia ovata,mountain camellia,G4,S2S3,,,,
2020,Dicots,Stillingia aquatica,water toothleaf,G4G5,S1,,,,
2020,Dicots,Stylisma aquatica,water southern morning-glory,G4,S2,,,,
2020,Dicots,Stylisma pickeringii var. pickeringii,Pickering's morning-glory,G4T3,S1,,,,
2020,Dicots,Stylophorum diphyllum,celandine poppy,G5,S1,,,,
2020,Dicots,Symphyotrichum ericoides,heath aster,G5,S1,,,,
2020,Dicots,Symphyotrichum georgianum,Georgia aster,G3,S3,,,,
2020,Dicots,Symphyotrichum kralii,pale-violet aster,GNR,SH,,,,
2020,Dicots,Symphyotrichum oolentangiense var. oolentangiense,sky blue aster,G5T5,S1,,,,
2020,Dicots,Symphyotrichum pratense,barrens silky aster,G4?,S1,,,,
2020,Dicots,Symphyotrichum sericeum,western silvery aster,G5,S1,,,,
2020,Dicots,Symphyotrichum simmondsii,Simmonds’ aster,G4G5,S1,,,,
2020,Dicots,Synandra hispidula,Guyandotte beauty,G4,S1,,,,
2020,Dicots,Tephrosia mohrii,pineland hoary-pea,G3,S1?,,,,
2020,Dicots,Thalictrum debile,southern meadowrue,G2,S2,UR,,,
2020,Dicots,Thalictrum mirabile,Little Mountain meadowrue,G3Q,S2,,,,
2020,Dicots,Thelesperma filifolium,stiff greenthread,G4G5,S1,,,,
2020,Dicots,Thermopsis mollis,soft-haired thermopsis,G3G4,S1,,,,
2020,Dicots,Triosteum angustifolium,yellowleaf tinker's-weed,G5,S1,,,,
2020,Dicots,Utricularia floridana,Florida bladderwort,G3G5,S1S2,,,,
2020,Dicots,Utricularia inflata,swollen bladderwort,G5,S1S2,,,,
2020,Dicots,Utricularia olivacea,dwarf bladderwort,G4,S1,,,,
2020,Dicots,Utricularia resupinata,northeastern bladderwort,G4,S1S2,,,,
2020,Dicots,Valeriana pauciflora,valerian,G4,S1,,,,
2020,Dicots,Verbesina walteri,Carolina Crownbeard,G4,S1,,,,
2020,Dicots,Veronicastrum virginicum,Culver's root,G4,S1,,,,
2020,Dicots,Viburnum ashei,Ashe’s arrowwood,S1,,,,,
2020,Dicots,Viburnum bracteatum,limerock arrowwood,G1G2,S1,,,,
2020,Dicots,Viburnum obovatum,small-leaf viburnum,G5,S1,,,,
2020,Dicots,Viburnum rafinesquianum,downy arrowwood,G5,S1,,,,
2020,Dicots,Viola canadensis,Canada violet,G5,S2,,,,
2020,Dicots,Viola egglestonii,Eggleston's violet,G4,S1,,,,
2020,Dicots,Vitis mustangensis,mustang grape,G4?,S1,,,,
2020,Dicots,Waldsteinia lobata,Piedmont barren strawberry,G2G3,S1,UR,,,
2020,Dicots,Warea sessilifolia,sessile-leaved warea,G2G4,S1,,,,
2020,Dicots,Zanthoxylum americanum,northern prickley ash,G5,S1,,,,
2020,"Diplurans, Springtails and Proturans",Arrhopalites pygmaeus,a springtail,GNR,S2,,,,
2020,"Diplurans, Springtails and Proturans",Arrhopalites whitesidei,a springtail,GNR,S1,,,,
2020,"Diplurans, Springtails and Proturans",Folsomia candida,a springtail,GNR,S1,,,,
2020,"Diplurans, Springtails and Proturans",Folsomia sp. 1,a springtail,GNR,S1,,,,
2020,"Diplurans, Springtails and Proturans",Hypogastrura denticulate,a springtail,GNR,S1,,,,
2020,"Diplurans, Springtails and Proturans",Litocampa cookei,a dipluran,G5,S1,,,,
2020,"Diplurans, Springtails and Proturans",Litocampa henroti,a hexapod7,G1G2,S1,,,,
2020,"Diplurans, Springtails and Proturans",Litocampa sp. 1,a cave dipluran (salamander cave),G1,S1,,,,
2020,"Diplurans, Springtails and Proturans",Onychiurus janus,a cave obligate springtail,G2G3,S1,,,,
2020,"Diplurans, Springtails and Proturans",Onychiurus paro,a cave obligate springtail7,G1,S1,,,,
2020,"Diplurans, Springtails and Proturans",Pseudosinella argentea,a springtail,GNR,S1,,,,
2020,"Diplurans, Springtails and Proturans",Pseudosinella christianseni,a cave obligate springtail,G5,S2,,,,
2020,"Diplurans, Springtails and Proturans",Pseudosinella collina,a springtail,GNR,S1,,,,
2020,"Diplurans, Springtails and Proturans",Pseudosinella folsomi,a springtail,GNR,S1,,,,
2020,"Diplurans, Springtails and Proturans",Pseudosinella nata,a cave obligate springtail7,G1,S1,,,,
2020,"Diplurans, Springtails and Proturans",Pseudosinella pecki,a cave obligate springtail,G2G3,S1,,,,
2020,"Diplurans, Springtails and Proturans",Pseudosinella violenta,a springtail,GNR,S1,,,,
2020,"Diplurans, Springtails and Proturans",Schaefferia alabamensis,a cave obligate springtail,G1G2,S1,,,,
2020,"Diplurans, Springtails and Proturans",Schaefferia christianseni,a cave obligate springtail7,G1,S1,,,,
2020,"Diplurans, Springtails and Proturans",Sinella barri,a springtail,G5,S1,,,,
2020,"Diplurans, Springtails and Proturans",Sinella caeca,a springtail,GNR,S1,,,,
2020,"Diplurans, Springtails and Proturans",Tomecerus bidentatus,a springtail,GNR,S2,,,,
2020,"Diplurans, Springtails and Proturans",Tomocerus dubius,a springtail,GNR,S1,,,,
2020,"Diplurans, Springtails and Proturans",Tomocerus flavescens,a springtail,G5?,S1,,,,
2020,"Diplurans, Springtails and Proturans",Tomocerus lamelliferus,a springtail,GNR,S1,,,,
2020,Ferns and Relatives,Asplenium abscissum,cutleaf spleenwort,G3G4,S1,,,,
2020,Ferns and Relatives,Asplenium bradleyi,Bradley's spleenwort,G4,S2,,,,
2020,Ferns and Relatives,Asplenium monanthes,single-sorus spleenwort,G4,S1,,,,
2020,Ferns and Relatives,Asplenium ruta-muraria,wall rue spleenwort,G5,S1,,,,
2020,Ferns and Relatives,Asplenium scolopendrium var. americanum,American Hart’s-tongue fern,G4T3,S1,LT,,,
2020,Ferns and Relatives,Asplenium trichomanes,maidenhair spleenwort,G5,S2S3,,,,
2020,Ferns and Relatives,Asplenium tutwilerae,Scott's spleenwort7,G1,S1,,,,
2020,Ferns and Relatives,Astrolepis x integerrima,hybrid cloak fern,HYB,S1,,,,
2020,Ferns and Relatives,Botrychium jenmanii,Alabama grapefern,G3G4,S1,,,,
2020,Ferns and Relatives,Cystopteris tennesseensis,Tennessee bladderfern,G5,S2,,,,
2020,Ferns and Relatives,Diphasiastrum tristachyum,deep-root clubmoss,G5,S1,,,,
2020,Ferns and Relatives,Dryopteris celsa,log fern,G4,S2,,,,
2020,Ferns and Relatives,Equisetum arvense,field horsetail,G5,S2,,,,
2020,Ferns and Relatives,Huperzia lucidula,shining clubmoss,G5,S2,,,,
2020,Ferns and Relatives,Huperzia porophila,rock clubmoss,G4,S1,,,,
2020,Ferns and Relatives,Hymenophyllum tayloriae,gorge filmy fern,G2,S1,,,,
2020,Ferns and Relatives,Isoetes appalachiana,Appalachian quillwort,G4,S1,,,,
2020,Ferns and Relatives,Isoetes butleri,Butler's quillwort,G4,S2,,,,
2020,Ferns and Relatives,Isoetes flaccida,southern quillwort,G3,S1,,,,
2020,Ferns and Relatives,Isoetes hyemalis,winter quillwort,G2G3,S1,UR,,,
2020,Ferns and Relatives,Isoetes louisianensis,Louisiana quillwort,G2G3,S1,LE,,,
2020,Ferns and Relatives,Isoetes virginica,Piedmont quillwort,G3,S2,,,,
2020,Ferns and Relatives,Lycopodium clavatum,running clubmoss,G5,S1,,,,
2020,Ferns and Relatives,Lycopodium obscurum,tree clubmoss,G5,S1,,,,
2020,Ferns and Relatives,Lygodium palmatum,climbing fern,G4,S1,,,,
2020,Ferns and Relatives,Osmunda claytoniana,interrupted fern,G5,S1,,,,
2020,Ferns and Relatives,Pilularia americana,American pillwort,G5,S1,,,,
2020,Ferns and Relatives,Psilotum nudum,whiskfern,G5,S1,,,,
2020,Ferns and Relatives,Selaginella arenicola ssp. riddellii,Riddell's spike-moss,G4T4,S2,,,,
2020,Ferns and Relatives,Selaginella ludoviciana,Gulf spike-moss,G3G4,S1S2,,,,
2020,Ferns and Relatives,Selaginella rupestris,ledge spike-moss,G5,S2,,,,
2020,Ferns and Relatives,Stegnogramma burksiorum,Alabama streak-sorus fern7,G1,S1,LT50,,,
2020,Ferns and Relatives,Thelypteris ovata,ovate marsh fern,G3G5,S3,,,,
2020,Ferns and Relatives,Trichomanes petersii,dwarf filmy-fern,G4G5,S2,,,,
2020,Fishes,Acantharchus pomotis,mud sunfish,G4G5,S1,,,,
2020,Fishes,Acipenser fulvescens,lake sturgeon,G3G4,S1,,SP,EXCAU,
2020,Fishes,Acipenser oxyrinchus desotoi,Gulf sturgeon,G3T2,S1,LT,SP,P2,
2020,Fishes,Alosa alabamae,Alabama shad,G2G3,S2,SC32,SP,P1,
2020,Fishes,Ameiurus brunneus,snail bullhead,G4,S3,,CNGF,,
2020,Fishes,Ameiurus catus,white catfish,G5,S3,,CNGF,,
2020,Fishes,Ameiurus serracanthus,spotted bullhead,G3,S2,,CNGF,,
2020,Fishes,Ammocrypta bifascia,Florida sand darter,G4,S3,,,,
2020,Fishes,Ammocrypta vivax,scaly sand darter,G5,S1,,,P1,
2020,Fishes,Atractosteus spatula,alligator gar,G3G4,S2,,CNGF,,
2020,Fishes,Campostoma pauciradii,bluefin stoneroller,G4,S3,,,,
2020,Fishes,Carpiodes carpio,river carpsucker,G5,S2,,CNGF,,
2020,Fishes,Chrosomus erythrogaster,southern redbelly dace,G5,S3,,,,
2020,Fishes,Cottus bairdii,mottled sculpin,G5,S2,,,,
2020,Fishes,Cottus paulus,pygmy sculpin7,G1,S1,LT,SP,P1,
2020,Fishes,Cottus tallapoosae,Tallapoosa sculpin,G4,S3,,,,
2020,Fishes,Crystallaria asprella,crystal darter,G3,S3,,SP,,
2020,Fishes,Cycleptus elongatus,blue sucker,G3,S1,,CNGF,,
2020,Fishes,Cycleptus meridionalis,southeastern blue sucker,G3G4,S3,,CNGF,,
2020,Fishes,Cyprinella caerulea,blue shiner,G2,S1,LT,SP,P1,
2020,Fishes,Cyprinella callitaenia,bluestripe shiner,G2G3,S1,,P1,,
2020,Fishes,Cyprinella gibbsi,Tallapoosa shiner,G4,S3,,,,
2020,Fishes,Elassoma alabamae,spring pygmy sunfish7,G1,S1,LT,SP,P1,
2020,Fishes,Elassoma evergladei,Everglades pygmy sunfish,G5,S3,,,,
2020,Fishes,Enneacanthus gloriosus,bluespotted sunfish,G5,S3,,GF,,
2020,Fishes,Enneacanthus obesus,banded sunfish,G5,S1,,GF,,
2020,Fishes,Erimonax Monachus,spotfin chub,G2,SX,"LT, XN33",SP,EXCAU,
2020,Fishes,Erimystax dissimilis,streamline chub,G4,S1S2,,P2,,
2020,Fishes,Erimystax insignis,blotched chub,G4,S2,,,,
2020,Fishes,Etheostoma bellator,warrior darter7,G2,S2,,,P2,
2020,Fishes,Etheostoma blennioides,greenside darter,G5,S3,,,,
2020,Fishes,Etheostoma blennius,blenny darter,G4,S2,,,,
2020,Fishes,Etheostoma boschungi,slackwater darter,G1,S1,LT,SP,P1,
2020,Fishes,Etheostoma brevirostrum,holiday darter,G2,S1,,SP,P1,
2020,Fishes,Etheostoma camurum,bluebreast darter,G4,S1,,,P1,
2020,Fishes,Etheostoma chermocki,vermilion darter7,G1,S1,LE,SP,P1,
2020,Fishes,Etheostoma chuckwachatte,lipstick darter,G3,S2,,SP,,
2020,Fishes,Etheostoma cinereum,ashy darter,G2G3,SX,UR,,EX,
2020,Fishes,Etheostoma corona,crown darter,G3,S2,,,,
2020,Fishes,Etheostoma crossopterum,fringed darter,G4,S1,,,,
2020,Fishes,Etheostoma davisoni,Choctawhatchee darter,G4,S3,,,,
2020,Fishes,Etheostoma ditrema,coldwater darter,G2,S2,,SP,P2,
2020,Fishes,Etheostoma douglasi,Tuskaloosa darter7,G3,S3,,,,
2020,Fishes,Etheostoma flabellare,fantail darter,G5,S3,,,,
2020,Fishes,Etheostoma fusiforme,swamp darter,G5,S3,,,,
2020,Fishes,Etheostoma histrio,harlequin darter,G5,S3,,,,
2020,Fishes,Etheostoma jessiae,blueside darter,G4,S3,,,,
2020,Fishes,Etheostoma kennicotti,stripetail darter,G4G5,S3,,,,
2020,Fishes,Etheostoma lynceum,brighteye darter,G5,S1,,SP,P1,
2020,Fishes,Etheostoma neopterum,lollypop darter,G3,S1,,SP,P1,
2020,Fishes,Etheostoma nuchale,watercress darter7,G1,S1,LE,SP,P1,
2020,Fishes,Etheostoma phytophilum,rush darter7,G1,S1,LE,SP,P1,
2020,Fishes,Etheostoma rufilineatum,redline darter,G5,S3,,,,
2020,Fishes,Etheostoma sp. cf . bellator “B”,Locust Fork Darter7,GNR,S1,,,P2,
2020,Fishes,Etheostoma sp. cf.  zonistium,blueface darter7,G1,S1,,,P2,
2020,Fishes,Etheostoma sp. cf. bellator “A”,Sipsey darter7,G2,S2,,,P2,
2020,Fishes,Etheostoma tallapoosae,Tallapoosa darter,G4,S3,,,,
2020,Fishes,Etheostoma tennesseense,Tennessee darter,G5,S3,,,,
2020,Fishes,Etheostoma trisella,trispot darter,G1,S1,PT,SP,P2,
2020,Fishes,Etheostoma tuscumbia,Tuscumbia darter,G2,S2,UR,SP,P2,
2020,Fishes,Etheostoma wapiti,boulder darter,G1,S1,"LE, XN36",SP,P1,
2020,Fishes,Etheostoma zonale,banded darter,G5,S2,,,,
2020,Fishes,Etheostoma zonifer,backwater darter,G4,S3,,,,
2020,Fishes,Etheostoma zonistium,bandfin darter,G4G5,S1,,,P2,
2020,Fishes,Fundulus bifax,stippled studfish,G2G3,S2,,,,
2020,Fishes,Fundulus blaire,western starhead topminnow,G4,S3,,,,
2020,Fishes,Fundulus catenatus,northern studfish,G5,S3S4,,,,
2020,Fishes,Fundulus chrysotus,golden topminnow,G5,S3,,,,
2020,Fishes,Fundulus cingulatus,banded topminnow,G4,S2,,,,
2020,Fishes,Fundulus confluentus,marsh killifish,G5,S2,,,,
2020,Fishes,Fundulus dispar,starhead topminnow,G4,S2,,,,
2020,Fishes,Fundulus escambiae,russetfin topminnow,G4,S3,,,,
2020,Fishes,Fundulus jenkinsi,saltmarsh topminnow,G2,S1,SC35,,,
2020,Fishes,Fundulus pulvereus,Bayou killifish,G5,S2,,,,
2020,Fishes,Hemitremia flammea,flame chub,G3,S3,,,,
2020,Fishes,Heterandria formosa,least killifish,G5,S3,,,,
2020,Fishes,Hiodon alosoides,goldeye,G5,SX,,,EX,
2020,Fishes,Hiodon tergisus,mooneye,G5,S3S4,,,,
2020,Fishes,Hybognathus hayi,cypress minnow,G5,S3,,,,
2020,Fishes,Hybognathus nuchalis,Mississippi silvery minnow,G5,S4,,,,
2020,Fishes,Hybopsis amblops,bigeye chub,G5,S3,,,,
2020,Fishes,Hybopsis lineapunctata,lined chub,G3G4,S3,,,,
2020,Fishes,Ichthyomyzon greeleyi,mountain brook lamprey,G4,S2,,,,
2020,Fishes,Ictiobus cyprinellus,bigmouth buffalo,G5,S2S3,,CNGF,,
2020,Fishes,Ictiobus niger,black buffalo,G5,S2S3,,CNGF,,
2020,Fishes,Lepisosteus platostomus,shortnose gar,G5,SX,,CNGF,EX,
2020,Fishes,Leptolucania ommata,pygmy killifish,G5,S1,,,,
2020,Fishes,Lethenteron appendix,American brook lamprey,G4,S1,,,,
2020,Fishes,Lucania goodei,bluefin killifish,G5,S1,,P2,,
2020,Fishes,Lucania parva,rainwater killifish,G5,S3,,,,
2020,Fishes,Luxilus coccogenis,warpaint shiner,G5,S1,,,,
2020,Fishes,Luxilus zonistius,bandfin shiner,G4,S3,,,,
2020,Fishes,Lythrurus fumeus,ribbon shiner,G5,S2,,,,
2020,Fishes,Lythrurus lirus,mountain shiner,G4,S3,,,,
2020,Fishes,Lythrurus roseipinnis,cherryfin shiner,G5,S2,,,,
2020,Fishes,Macrhybopsis hyostoma,shoal chub,G5,S2,,P1,,
2020,Fishes,Macrhybopsis sp 2,Florida chub,G3,S3,,,,
2020,Fishes,Micropterus cataractae,shoal bass,G3,S2,,GF-HP,P1,
2020,Fishes,Moxostoma anisurum,silver redhorse,G5,S2,,CNGF,,
2020,Fishes,Moxostoma breviceps,shorthead redhorse,G5,S3,,CNGF,,
2020,Fishes,Moxostoma lachneri,greater jumprock,G4,S3,,CNGF,,
2020,Fishes,Moxostoma sp. cf. poecilurum,Apalachicola redhorse,G3,S2,,CNGF,,
2020,Fishes,Nocomis micropogon,river chub,G5,S2,,,,
2020,Fishes,Notropis albizonatus,palezone shiner,G1,S1,LE,SP,P1,
2020,Fishes,Notropis ariommus,popeye shiner,G3,SX,UR,EX,,
2020,Fishes,Notropis boops,bigeye shiner,G5,S2,,,,
2020,Fishes,Notropis buchanani,ghost shiner,G5,S2,,P2,,
2020,Fishes,Notropis cahabae,Cahaba shiner7,G2,S2,LE,SP,P1,
2020,Fishes,Notropis chalybaeus,ironcolor shiner,G4,SH,,SP,P1,
